image,yaw_deg,pitch_deg,roll_deg
nogizaka_20130703 (1).jpg,-0.0422,-12.5126,4.3412
nogizaka_20130703 (2).jpg,6.0070,-12.9034,-7.2283
nogizaka_20130703 (3).jpg,-6.7073,-14.8742,-5.2066
nogizaka_20130703 (4).jpg,1.5704,-10.2281,-6.1975
nogizaka_20130703 (5).jpg,12.5101,-15.9932,-8.0284
nogizaka_20130703 (6).jpg,11.0876,-9.5112,1.1983
nogizaka_20130703 (7).jpg,-21.2471,-13.3715,-14.9654
nogizaka_20130703 (8).jpg,4.6000,-15.0156,-0.1194
nogizaka_20130703 (9).jpg,28.1848,-4.0098,-12.7486
nogizaka_20130703 (10).jpg,-8.1871,-11.7224,19.8005
nogizaka_20130703 (11).jpg,2.1474,-9.3662,-6.6618
nogizaka_20130703 (12).jpg,-16.6432,-10.9453,-10.7804
nogizaka_20130703 (13).jpg,0.4430,-16.6775,5.4643
nogizaka_20130703 (14).jpg,10.9799,-10.3906,6.4837
nogizaka_20130703 (15).jpg,-18.6013,-11.3952,-6.8367
nogizaka_20130703 (16).jpg,7.1533,-12.9845,7.3448
nogizaka_20130703 (17).jpg,0.9098,-9.8637,5.3375
nogizaka_20130703 (18).jpg,-24.3724,-4.3182,19.6867
nogizaka_20130703 (19).jpg,-18.5405,-14.6819,-3.2774
nogizaka_20130703 (20).jpg,12.2434,-16.6768,7.1052
nogizaka_20130703 (21).jpg,18.5338,-5.9346,-9.7304
nogizaka_20130703 (22).jpg,-4.0379,-8.8667,-16.0584
nogizaka_20130703 (23).jpg,-17.8669,-5.7187,14.3485
nogizaka_20130703 (24).jpg,11.3079,-12.8828,-7.0901
nogizaka_20130703 (25).jpg,-7.4421,-10.7159,14.8711
nogizaka_20130703 (26).jpg,-18.2414,-7.1340,10.7961
nogizaka_20130703 (27).jpg,-17.7602,-7.9639,14.6545
nogizaka_20130703 (28).jpg,2.1358,-14.5941,-12.7553
nogizaka_20130703 (29).jpg,-15.7932,-11.4314,10.1227
nogizaka_20130703 (30).jpg,-14.1463,-10.5566,3.8120
nogizaka_20130703 (31).jpg,4.5906,-13.8023,6.2977
nogizaka_20130703 (32).jpg,-19.2678,-9.9963,-0.7860
