image,yaw_deg,pitch_deg,roll_deg
nogizaka_20250326 (1).jpg,14.9041,-8.1781,3.2400
nogizaka_20250326 (2).jpg,-3.3208,-7.0106,-7.2311
nogizaka_20250326 (3).jpg,-16.0049,-3.5665,3.8784
nogizaka_20250326 (4).jpg,4.9011,-8.0255,2.1154
nogizaka_20250326 (5).jpg,0.5751,-8.3895,2.6935
nogizaka_20250326 (6).jpg,-5.7764,-7.0866,-2.4557
nogizaka_20250326 (7).jpg,8.5382,-10.1290,2.2300
nogizaka_20250326 (8).jpg,2.2660,-9.1614,2.8327
nogizaka_20250326 (9).jpg,-13.9899,-10.2950,-10.2032
nogizaka_20250326 (10).jpg,12.0010,-7.0324,1.6558
nogizaka_20250326 (11).jpg,-4.7464,-6.3770,-0.0177
nogizaka_20250326 (12).jpg,-14.5980,-4.2651,-5.2152
nogizaka_20250326 (13).jpg,-15.1780,-11.7772,-3.6597
nogizaka_20250326 (14).jpg,-12.8426,-8.2640,-4.8577
nogizaka_20250326 (15).jpg,10.6279,-5.1579,2.2372
nogizaka_20250326 (16).jpg,-14.9875,-11.4661,-12.1529
nogizaka_20250326 (17).jpg,15.3966,-10.0440,2.3566
nogizaka_20250326 (18).jpg,-12.4214,-4.9438,-5.9936
nogizaka_20250326 (19).jpg,13.8238,-9.8585,9.9148
nogizaka_20250326 (20).jpg,-15.5839,-5.2722,3.2690
nogizaka_20250326 (21).jpg,16.8848,-8.7748,5.6753
nogizaka_20250326 (22).jpg,-8.1975,-11.0038,-7.3294
nogizaka_20250326 (23).jpg,4.4588,-1.5176,-1.5138
nogizaka_20250326 (24).jpg,12.5986,-4.5335,2.2541
nogizaka_20250326 (25).jpg,21.7405,-8.8979,0.0004
nogizaka_20250326 (26).jpg,-7.9317,-8.2504,-6.0497
nogizaka_20250326 (27).jpg,-7.9317,-8.2504,-6.0497
nogizaka_20250326 (28).jpg,-7.3422,-5.8940,-1.4615
nogizaka_20250326 (29).jpg,-4.6227,-10.1690,-0.7226
nogizaka_20250326 (30).jpg,9.7522,-8.4579,8.9794
nogizaka_20250326 (31).jpg,-4.4395,-10.1433,-4.3866
nogizaka_20250326 (32).jpg,-6.0721,-3.9373,-1.0441
nogizaka_20250326 (33).jpg,12.0056,-10.7074,3.2761
nogizaka_20250326 (34).jpg,4.0412,-10.4524,2.8716
nogizaka_20250326 (35).jpg,0.9864,-6.7253,-0.0456
nogizaka_20250326 (36).jpg,17.8691,-7.6933,9.3802
nogizaka_20250326 (37).jpg,-7.2841,-6.9306,-1.8792
nogizaka_20250326 (38).jpg,-12.9590,-7.7717,-0.8652
nogizaka_20250326 (39).jpg,-26.4770,-9.5279,-3.0034
nogizaka_20250326 (40).jpg,-6.8417,-7.3926,-3.5975
