image,yaw_deg,pitch_deg,roll_deg
nogizaka_20130313 (1).jpg,6.3489,-13.7585,-1.8202
nogizaka_20130313 (2).jpg,2.5481,-14.4991,-0.2914
nogizaka_20130313 (3).jpg,5.2590,-11.8648,-0.6889
nogizaka_20130313 (4).jpg,-6.3811,-17.8398,0.4249
nogizaka_20130313 (5).jpg,7.1274,-8.3183,1.0355
nogizaka_20130313 (6).jpg,4.2605,-15.8916,3.1401
nogizaka_20130313 (7).jpg,25.7393,-10.0391,-4.8434
nogizaka_20130313 (8).jpg,-3.3339,-11.4780,-21.2292
nogizaka_20130313 (9).jpg,18.9824,-15.7538,1.7306
nogizaka_20130313 (10).jpg,13.4196,-12.3137,13.9607
nogizaka_20130313 (11).jpg,-3.8880,-16.0679,11.4220
nogizaka_20130313 (12).jpg,11.7161,-12.4784,-1.6151
nogizaka_20130313 (13).jpg,5.9047,-6.4842,6.2675
nogizaka_20130313 (14).jpg,14.5052,-16.2980,-0.6373
nogizaka_20130313 (15).jpg,6.7209,-12.6774,5.8742
nogizaka_20130313 (16).jpg,-10.9828,-15.7285,-16.2240
nogizaka_20130313 (17).jpg,-10.6575,-13.8911,-7.8285
nogizaka_20130313 (18).jpg,8.4445,-14.2244,10.7352
nogizaka_20130313 (19).jpg,-16.6898,-6.2250,20.3159
nogizaka_20130313 (20).jpg,13.4057,-15.0792,-10.1952
nogizaka_20130313 (21).jpg,4.5310,-12.8469,6.1783
nogizaka_20130313 (22).jpg,19.6260,-8.2599,-12.1285
nogizaka_20130313 (23).jpg,5.8478,-15.6202,14.2943
nogizaka_20130313 (24).jpg,-3.0560,-9.8097,-0.6225
nogizaka_20130313 (25).jpg,6.1764,-13.8189,-10.4947
nogizaka_20130313 (26).jpg,-24.1289,-6.5276,10.1851
nogizaka_20130313 (27).jpg,20.2949,-12.4265,-0.8389
nogizaka_20130313 (28).jpg,5.5354,-6.8838,-12.3454
nogizaka_20130313 (29).jpg,-13.7908,-14.9243,-10.3127
nogizaka_20130313 (30).jpg,-1.2580,-14.8370,-2.2156
nogizaka_20130313 (31).jpg,-14.8759,-10.6350,6.1956
nogizaka_20130313 (32).jpg,1.9265,-14.2685,-4.3629
nogizaka_20130313 (33).jpg,8.2408,-8.0091,-16.8722
