image,yaw_deg,pitch_deg,roll_deg
HKT48_20130430 (1).jpg,8.5780,-11.1719,-1.6408
HKT48_20130430 (2).jpg,23.5782,-11.8541,1.3338
HKT48_20130430 (3).jpg,-2.3445,-15.5549,-9.9568
HKT48_20130430 (4).jpg,9.4950,-9.3848,3.8870
HKT48_20130430 (5).jpg,-11.2556,-11.4624,-3.6114
HKT48_20130430 (6).jpg,6.9193,-11.9905,-3.2846
HKT48_20130430 (7).jpg,15.0034,-12.4098,-0.6801
HKT48_20130430 (8).jpg,18.1175,-15.3082,10.3145
HKT48_20130430 (9).jpg,-12.2154,-16.5097,-9.9952
HKT48_20130430 (10).jpg,-3.4406,-8.6915,-1.8396
HKT48_20130430 (11).jpg,10.0007,-7.0526,-0.3500
HKT48_20130430 (12).jpg,-12.0041,-11.0014,-7.3855
HKT48_20130430 (13).jpg,8.7756,-11.5255,7.8086
HKT48_20130430 (14).jpg,1.6739,-11.6526,1.3040
HKT48_20130430 (15).jpg,-17.2897,-14.1240,0.4521
HKT48_20130430 (16).jpg,17.9733,-13.7989,-5.0687
HKT48_20130430 (17).jpg,18.2403,-13.1081,6.4914
HKT48_20130430 (18).jpg,-11.2267,-13.2278,-2.0022
HKT48_20130430 (19).jpg,12.7238,-13.1712,-9.5560
HKT48_20130430 (20).jpg,8.2506,-13.3165,-0.7003
HKT48_20130430 (21).jpg,17.7001,-13.2533,-2.3456
HKT48_20130430 (22).jpg,9.8456,-17.3567,4.2250
HKT48_20130430 (23).jpg,11.6550,-14.3878,10.6459
HKT48_20130430 (24).jpg,-2.0418,-11.4723,1.3786
HKT48_20130430 (25).jpg,10.2634,-12.4777,1.3437
HKT48_20130430 (26).jpg,-4.4414,-8.4074,4.3439
HKT48_20130430 (27).jpg,11.9480,-10.0873,9.8395
HKT48_20130430 (28).jpg,9.0306,-10.0400,-9.4014
HKT48_20130430 (29).jpg,5.6651,-8.2044,6.3024
HKT48_20130430 (30).jpg,-7.5284,-8.1640,5.9422
HKT48_20130430 (31).jpg,-0.5391,-11.0479,5.4461
HKT48_20130430 (32).jpg,-10.9626,-13.7317,-9.0639
HKT48_20130430 (33).jpg,14.3184,-14.7881,1.7461
HKT48_20130430 (34).jpg,2.3504,-13.7288,-3.7060
HKT48_20130430 (35).jpg,-14.2056,-11.0030,0.8958
HKT48_20130430 (36).jpg,-11.4662,-8.0057,2.8115
HKT48_20130430 (37).jpg,3.1809,-7.3739,-0.1086
HKT48_20130430 (38).jpg,8.6476,-13.6713,12.0033
HKT48_20130430 (39).jpg,10.0965,-11.5764,2.9735
