image,yaw_deg,pitch_deg,roll_deg
HKT48_20130118 (1).jpg,16.9458,-7.4769,-7.2665
HKT48_20130118 (2).jpg,-1.3370,-13.8974,-2.7433
HKT48_20130118 (3).jpg,2.8756,-7.9463,-6.9506
HKT48_20130118 (4).jpg,7.1779,-10.9964,-8.4970
HKT48_20130118 (5).jpg,9.0402,-11.4046,-2.3311
HKT48_20130118 (6).jpg,3.1535,-12.3195,1.2584
HKT48_20130118 (7).jpg,-3.3502,-8.7772,-3.2526
HKT48_20130118 (8).jpg,16.9993,-9.9658,2.4259
HKT48_20130118 (9).jpg,-14.7245,-12.1683,3.3262
HKT48_20130118 (10).jpg,-2.9762,-13.3838,-2.5515
HKT48_20130118 (11).jpg,11.0386,-9.8334,-12.7404
HKT48_20130118 (12).jpg,8.9304,-9.0306,-2.8562
HKT48_20130118 (13).jpg,-10.8270,-8.0408,-5.6530
HKT48_20130118 (14).jpg,2.3685,-8.0134,-6.3296
HKT48_20130118 (15).jpg,-6.6009,-15.8346,-7.8479
HKT48_20130118 (16).jpg,2.3948,-10.0933,2.4212
HKT48_20130118 (17).jpg,3.8865,-14.0692,5.2310
HKT48_20130118 (18).jpg,-0.4188,-11.6823,4.1925
HKT48_20130118 (19).jpg,-3.4662,-12.3411,4.9141
HKT48_20130118 (20).jpg,-12.9606,-11.8555,2.8325
HKT48_20130118 (21).jpg,0.2456,-7.6458,1.2097
HKT48_20130118 (22).jpg,-6.7313,-9.2371,1.4895
