image,yaw_deg,pitch_deg,roll_deg
NGT48_20180613 (1).jpg,12.7318,-6.4525,-2.9346
NGT48_20180613 (2).jpg,-2.5918,-7.0421,-0.8592
NGT48_20180613 (3).jpg,8.7114,-18.8286,8.8282
NGT48_20180613 (4).jpg,-0.1270,-10.6786,7.7086
NGT48_20180613 (5).jpg,22.4231,-8.3973,5.9038
NGT48_20180613 (6).jpg,-9.1563,-6.2679,-3.9454
NGT48_20180613 (7).jpg,6.7122,-12.7105,2.6705
NGT48_20180613 (8).jpg,10.6173,-6.8241,-3.9231
NGT48_20180613 (9).jpg,11.2538,-14.2776,5.4980
NGT48_20180613 (10).jpg,6.4238,-8.7374,3.7275
NGT48_20180613 (11).jpg,8.7815,-10.1553,7.2103
NGT48_20180613 (12).jpg,11.7123,-11.6922,6.2128
NGT48_20180613 (13).jpg,-9.8312,-11.2398,-4.4460
NGT48_20180613 (14).jpg,-9.1990,-11.9885,-0.7045
NGT48_20180613 (15).jpg,8.2542,-14.2829,5.0692
NGT48_20180613 (16).jpg,15.9558,-13.1801,0.6399
NGT48_20180613 (17).jpg,3.5458,-15.5375,-4.1737
NGT48_20180613 (18).jpg,11.3226,-14.5202,-2.8685
NGT48_20180613 (19).jpg,-13.6238,-14.6293,-6.0967
NGT48_20180613 (20).jpg,-8.7712,-11.2788,-0.7417
NGT48_20180613 (21).jpg,-2.4982,-7.3287,9.4416
NGT48_20180613 (22).jpg,17.0943,-17.3538,6.6852
NGT48_20180613 (23).jpg,-7.3985,-14.5785,-9.6477
NGT48_20180613 (24).jpg,10.0432,-11.1082,6.5913
NGT48_20180613 (25).jpg,11.1269,-12.5281,11.1369
NGT48_20180613 (26).jpg,2.3527,-8.9887,13.8632
NGT48_20180613 (27).jpg,10.5746,-13.1572,6.8121
NGT48_20180613 (28).jpg,7.4496,-14.0912,0.8451
NGT48_20180613 (29).jpg,20.0182,-9.5954,7.3218
NGT48_20180613 (30).jpg,9.0914,-16.6102,3.3822
NGT48_20180613 (31).jpg,-0.9235,-10.0752,12.0781
NGT48_20180613 (32).jpg,12.2253,-10.9518,-1.0871
NGT48_20180613 (33).jpg,-3.6356,-10.7557,-5.3711
NGT48_20180613 (34).jpg,-7.1177,-7.7933,-6.3564
NGT48_20180613 (35).jpg,8.7458,-8.9776,8.0324
NGT48_20180613 (36).jpg,22.6678,-13.0616,3.9035
NGT48_20180613 (37).jpg,7.4393,-14.7611,5.8708
NGT48_20180613 (38).jpg,-11.4659,-12.8707,8.0970
NGT48_20180613 (39).jpg,6.7284,-13.6294,9.3497
NGT48_20180613 (40).jpg,-8.5253,-12.9255,-8.6350
NGT48_20180613 (41).jpg,18.6746,-12.8024,-0.4606
NGT48_20180613 (42).jpg,12.8387,-13.4873,-0.3707
NGT48_20180613 (43).jpg,0.7774,-10.7968,-7.1224
NGT48_20180613 (44).jpg,8.7259,-7.8601,-1.3071
NGT48_20180613 (45).jpg,-15.1962,-12.6476,-2.5147
