image,yaw_deg,pitch_deg,roll_deg
NGT48_20250404 (1).jpg,-11.0538,-3.9579,4.8710
NGT48_20250404 (2).jpg,-15.9187,-11.3176,0.2406
NGT48_20250404 (3).jpg,3.4212,-9.4243,3.0211
NGT48_20250404 (4).jpg,2.0365,-16.6388,1.9370
NGT48_20250404 (5).jpg,-13.7358,-9.9557,-6.6845
NGT48_20250404 (6).jpg,0.3166,-7.9080,-0.1837
NGT48_20250404 (7).jpg,1.6570,-10.9326,9.2472
NGT48_20250404 (8).jpg,11.5574,-16.0446,14.7247
NGT48_20250404 (9).jpg,-6.3282,-10.8188,-5.5839
NGT48_20250404 (10).jpg,-10.2495,-6.8752,-1.2306
NGT48_20250404 (11).jpg,-8.1911,-9.6821,-2.8313
NGT48_20250404 (12).jpg,-2.4163,-8.3084,-0.9048
NGT48_20250404 (13).jpg,9.8179,-12.1290,-2.4170
NGT48_20250404 (14).jpg,-11.9253,-8.1681,2.5079
NGT48_20250404 (15).jpg,5.1280,-1.9410,8.4353
NGT48_20250404 (16).jpg,-14.7632,-13.0961,-11.3784
NGT48_20250404 (17).jpg,11.5991,-9.0100,6.7609
NGT48_20250404 (18).jpg,-10.3048,-6.5524,-5.7217
NGT48_20250404 (19).jpg,-5.9138,-6.5986,-4.5943
NGT48_20250404 (20).jpg,4.4325,-11.6623,8.8233
NGT48_20250404 (21).jpg,9.0403,-8.6437,-5.7301
NGT48_20250404 (22).jpg,8.1358,-9.9554,2.6270
NGT48_20250404 (23).jpg,3.6071,-10.9212,14.1354
NGT48_20250404 (24).jpg,6.1823,-11.9496,2.5309
NGT48_20250404 (25).jpg,12.5830,-13.2451,-2.9344
NGT48_20250404 (26).jpg,12.3823,-5.5366,0.9841
NGT48_20250404 (27).jpg,-7.9814,-11.6110,-6.2102
NGT48_20250404 (28).jpg,-16.5957,-7.5981,-1.1068
NGT48_20250404 (29).jpg,10.8404,-9.2303,0.6581
NGT48_20250404 (30).jpg,17.8385,-6.4198,-0.3147
NGT48_20250404 (31).jpg,-9.8509,-10.4638,1.8682
NGT48_20250404 (32).jpg,-4.6437,-8.4633,1.5931
NGT48_20250404 (33).jpg,11.6352,-11.6922,3.1147
NGT48_20250404 (34).jpg,-2.7249,-7.9966,-2.3931
NGT48_20250404 (35).jpg,11.8217,-11.8282,5.6375
NGT48_20250404 (36).jpg,10.6253,-13.6587,10.2004
