image,yaw_deg,pitch_deg,roll_deg
NGT48_20230323 (1).jpg,-5.3292,-3.2492,-7.7493
NGT48_20230323 (2).jpg,13.7300,-13.4539,4.1100
NGT48_20230323 (3).jpg,-5.1029,-6.5939,7.2327
NGT48_20230323 (4).jpg,11.1338,-8.8191,0.7689
NGT48_20230323 (5).jpg,13.9925,-8.8732,1.6111
NGT48_20230323 (6).jpg,8.4836,-13.6740,10.6982
NGT48_20230323 (7).jpg,-25.8660,-4.4765,-0.8202
NGT48_20230323 (8).jpg,10.6651,-12.7377,12.6043
NGT48_20230323 (9).jpg,-12.5292,-8.0426,1.9800
NGT48_20230323 (10).jpg,10.1371,-10.4522,8.3900
NGT48_20230323 (11).jpg,-12.1685,-12.7089,-5.0272
NGT48_20230323 (12).jpg,-16.3243,-8.0903,0.0112
NGT48_20230323 (13).jpg,6.5717,-8.7022,7.5511
NGT48_20230323 (14).jpg,11.1267,-6.6587,3.2885
NGT48_20230323 (15).jpg,15.0545,-11.0853,13.1751
NGT48_20230323 (16).jpg,10.8778,-10.8565,-0.7054
NGT48_20230323 (17).jpg,-13.0240,-9.9437,-6.2926
NGT48_20230323 (18).jpg,13.5309,-10.9041,1.5527
NGT48_20230323 (19).jpg,-9.0603,-11.4249,-1.7614
NGT48_20230323 (20).jpg,-7.9303,-5.6859,13.4358
NGT48_20230323 (21).jpg,6.0714,-12.3925,9.1252
NGT48_20230323 (22).jpg,8.4747,-11.3544,3.5615
NGT48_20230323 (23).jpg,-3.0392,-8.8322,-5.1671
NGT48_20230323 (24).jpg,7.7324,-8.4755,1.3036
NGT48_20230323 (25).jpg,6.8812,-11.2039,7.4623
NGT48_20230323 (26).jpg,-7.9882,-8.2053,-0.7373
NGT48_20230323 (27).jpg,3.7292,-12.7668,8.0673
