image,yaw_deg,pitch_deg,roll_deg,Group,source_csv
AKB48_20151127 (136).jpg,-16.7636,-16.252,-5.8428,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (137).jpg,-11.7015,-15.3342,-1.0869,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (138).jpg,-10.4678,-9.8823,6.2432,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (139).jpg,-20.6308,-19.1384,-11.4006,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (140).jpg,15.4534,-10.6511,2.7538,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (141).jpg,9.4612,-10.8203,7.5607,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (142).jpg,-8.753,-13.3108,-9.285,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (143).jpg,12.9971,-16.2751,4.5426,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (144).jpg,8.8007,-11.9641,-0.6017,AKB48,ex_akb_20151127_angle.csv
AKB48_20151127 (145).jpg,18.8049,-13.0299,0.0686,AKB48,ex_akb_20151127_angle.csv
AKB48_20170425 (1).jpg,3.8786,-7.5199,-2.1157,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (2).jpg,-10.9083,-16.2246,-2.445,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (3).jpg,13.3416,-14.1975,2.2366,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (4).jpg,17.2355,-11.6664,5.1228,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (5).jpg,-1.2075,-10.2717,-0.5023,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (6).jpg,14.2119,-9.8464,-0.9737,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (7).jpg,12.9147,-17.528,-1.1576,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (8).jpg,4.5388,-9.893,7.4979,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (9).jpg,8.8688,-11.5469,9.2336,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (10).jpg,17.724,-9.665,-6.5114,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (11).jpg,8.3116,-10.7222,3.4997,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (12).jpg,13.9037,-15.4318,8.37,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (13).jpg,2.3161,-12.8702,3.6741,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (14).jpg,6.2449,-12.1335,1.242,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (15).jpg,14.8178,-16.1256,-1.5284,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (16).jpg,8.8544,-9.9109,9.7045,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (17).jpg,17.3175,-12.5737,2.2711,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (18).jpg,-11.6135,-11.6767,7.2683,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (19).jpg,8.2532,-15.6469,4.2587,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (20).jpg,10.1897,-8.8205,0.8885,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (21).jpg,-13.8114,-13.5038,2.3532,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (22).jpg,7.3742,-9.9281,5.4749,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (23).jpg,9.9889,-14.4671,8.0207,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (24).jpg,-5.5768,-12.0645,-4.223,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (25).jpg,12.7455,-15.212,2.5486,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (26).jpg,8.0358,-12.4128,-0.8135,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (27).jpg,8.7891,-16.3496,-0.3754,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (28).jpg,-6.6029,-16.2734,-13.2318,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (29).jpg,5.742,-14.0739,6.3426,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (30).jpg,2.9845,-12.7003,3.0302,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (31).jpg,-6.0448,-15.2662,-7.7991,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (32).jpg,14.372,-14.8457,5.3877,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (33).jpg,-16.2819,-13.9183,4.2981,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (34).jpg,-3.4822,-11.8776,3.0139,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (35).jpg,1.0282,-12.9144,3.8105,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (36).jpg,-8.8243,-12.1935,-9.454,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (37).jpg,-0.2495,-13.6332,-0.0496,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (38).jpg,-6.8109,-12.2709,-8.9347,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (39).jpg,16.0393,-9.2231,-1.2432,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (40).jpg,12.9995,-14.3353,3.0757,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (41).jpg,-8.756,-11.7839,0.0745,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (42).jpg,5.319,-15.3013,-0.9516,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (43).jpg,20.0483,-16.3545,8.4436,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (44).jpg,10.1377,-11.207,2.5467,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (45).jpg,4.6118,-15.4132,-0.2337,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (46).jpg,-11.084,-13.8844,-6.8043,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (47).jpg,3.492,-15.777,0.3134,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (48).jpg,-7.6574,-13.7022,-4.302,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (49).jpg,12.2604,-13.0354,-3.5005,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (50).jpg,7.9144,-10.3987,0.4694,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (51).jpg,-1.6594,-16.3248,7.4843,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (52).jpg,-1.6857,-10.8674,-1.1827,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (53).jpg,-8.5479,-13.6244,4.0875,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (54).jpg,3.961,-10.8366,2.0508,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (55).jpg,-2.2231,-11.4463,0.5351,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (56).jpg,-3.7387,-13.7332,-1.8431,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (57).jpg,-14.523,-15.8252,0.1049,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (58).jpg,-10.4177,-12.5777,7.0154,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (59).jpg,7.3159,-10.6783,-0.0897,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (60).jpg,-18.1187,-17.4819,-4.9128,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (61).jpg,20.6611,-13.9163,12.6951,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (62).jpg,-4.6685,-14.2004,14.2657,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (63).jpg,-8.5361,-14.0348,-8.9291,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (64).jpg,-14.0289,-9.1166,-7.9863,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (65).jpg,-11.6019,-12.8829,-2.3526,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (66).jpg,17.0467,-16.3656,-0.6074,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (67).jpg,12.236,-15.4185,-1.9142,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (68).jpg,15.6676,-14.8701,9.146,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (69).jpg,12.1193,-14.0512,-0.8627,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (70).jpg,19.5256,-10.9866,-1.542,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (71).jpg,-10.5226,-14.2739,2.4812,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (72).jpg,10.0757,-10.1011,3.9876,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (73).jpg,18.3853,-7.5815,-0.9837,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (74).jpg,9.8345,-15.9251,9.1564,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (75).jpg,16.9875,-9.0986,-0.2835,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (76).jpg,-1.0293,-11.7283,-2.0961,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (77).jpg,15.5499,-10.1803,4.4,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (78).jpg,-2.1173,-14.6506,-0.9448,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (79).jpg,-26.2985,-5.0865,8.7755,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (80).jpg,14.7543,-14.3865,5.5804,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (81).jpg,-0.5515,-7.4838,-2.3598,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (82).jpg,10.5352,-10.9876,8.5579,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (83).jpg,9.9359,-13.6527,2.444,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (84).jpg,7.9838,-12.8645,-3.7904,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (85).jpg,4.981,-11.994,-0.5963,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (86).jpg,0.6155,-12.2646,3.4863,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (87).jpg,13.8319,-13.1281,2.18,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (88).jpg,-13.467,-8.8047,3.8275,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (89).jpg,-8.1127,-14.3813,-2.2696,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (90).jpg,-6.6404,-14.0297,-4.442,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (91).jpg,21.5914,-12.211,2.4276,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (92).jpg,12.4662,-10.6117,0.7202,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (93).jpg,-7.1498,-13.2959,-3.1362,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (94).jpg,-9.0853,-10.1146,-0.8823,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (95).jpg,-8.9781,-13.4282,-0.4956,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (96).jpg,14.2507,-15.4571,3.3628,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (97).jpg,9.0011,-11.2056,-0.1305,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (98).jpg,10.0407,-7.5495,3.0289,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (99).jpg,-14.802,-15.0046,-3.793,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (100).jpg,17.6468,-12.6105,-2.198,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (101).jpg,12.2134,-13.2658,5.7982,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (102).jpg,-1.4363,-13.2283,-4.3292,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (103).jpg,-2.8772,-12.8413,-13.1273,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (104).jpg,1.1512,-11.4199,-7.2632,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (105).jpg,11.2399,-9.7623,3.1214,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (106).jpg,-10.549,-15.5609,-14.2167,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (107).jpg,9.0269,-12.2832,9.8868,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (108).jpg,12.5659,-13.3356,5.5011,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (109).jpg,16.0198,-9.6752,0.1808,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (110).jpg,-3.7929,-11.3433,-9.0391,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (111).jpg,2.0372,-9.1332,-1.9953,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (112).jpg,-16.5791,-12.127,-3.1047,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (113).jpg,1.5416,-9.1892,1.4374,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (114).jpg,-4.8725,-12.1275,-7.7498,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (115).jpg,-5.1719,-15.9117,-6.1428,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (116).jpg,-6.5388,-11.9885,-7.7982,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (117).jpg,-13.3102,-13.9475,-2.4689,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (118).jpg,6.6503,-10.9136,-5.9038,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (119).jpg,14.3685,-10.9781,0.2283,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (120).jpg,-6.8331,-9.5968,1.9432,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (121).jpg,9.3127,-11.8621,4.8551,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (122).jpg,15.1175,-9.3538,-1.0576,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (123).jpg,-0.4736,-12.0238,5.0291,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (124).jpg,-6.2089,-11.0115,-1.6492,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (125).jpg,9.181,-12.3473,6.2152,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (126).jpg,3.5546,-12.5425,3.1871,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (127).jpg,-10.2425,-12.6628,-6.8885,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (128).jpg,15.4193,-15.4245,12.7783,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (129).jpg,15.3486,-13.2782,-5.2668,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (130).jpg,13.6894,-14.3169,3.0342,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (131).jpg,20.9412,-7.7008,-2.1569,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (132).jpg,10.8658,-14.1123,5.2828,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (133).jpg,-7.6608,-10.9979,-5.5545,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (134).jpg,9.8597,-15.2374,6.5412,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (135).jpg,0.7887,-10.6817,4.8178,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (136).jpg,-13.083,-13.1171,-2.0471,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (137).jpg,-8.6866,-15.5354,-0.5101,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (138).jpg,-7.2885,-14.1203,-12.4687,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (139).jpg,1.6244,-13.0015,2.4,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (140).jpg,-0.5721,-11.8521,4.5963,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (141).jpg,-16.1266,-19.6958,-19.4457,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (142).jpg,7.2944,-10.7281,6.3793,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (143).jpg,-18.2309,-11.9651,1.295,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (144).jpg,6.1311,-10.7479,-4.7827,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (145).jpg,-9.1409,-13.1481,0.9828,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (146).jpg,-7.9841,-12.2635,0.2509,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (147).jpg,-1.3955,-10.7373,-4.4663,AKB48,ex_akb_20170425_angle.csv
AKB48_20170425 (148).jpg,-10.2433,-11.4142,-1.6814,AKB48,ex_akb_20170425_angle.csv
AKB48_20171213 (1).jpg,-0.7903,-13.5094,-1.402,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (2).jpg,18.6709,-17.6879,7.2812,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (3).jpg,2.9626,-16.7696,-3.9671,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (4).jpg,8.636,-12.8677,12.8706,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (5).jpg,11.3399,-12.4823,0.4847,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (6).jpg,7.1602,-12.504,2.0927,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (7).jpg,-13.3833,-10.1926,5.1031,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (8).jpg,10.0675,-14.8705,-1.4683,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (9).jpg,15.4239,-11.2993,2.2555,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (10).jpg,9.7134,-8.6116,0.8568,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (11).jpg,7.4879,-10.1292,1.7098,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (12).jpg,-14.3484,-14.6704,-4.4763,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (13).jpg,11.6855,-14.4951,4.0234,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (14).jpg,16.7337,-8.7245,4.6637,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (15).jpg,9.516,-14.4792,8.2368,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (16).jpg,-12.8958,-9.2233,-0.7752,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (17).jpg,8.0162,-11.334,-0.0828,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (18).jpg,-0.0781,-12.5935,-2.6648,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (19).jpg,2.0395,-10.5443,1.2271,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (20).jpg,13.8418,-13.6961,-0.3052,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (21).jpg,-13.0436,-12.1716,-7.5757,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (22).jpg,9.934,-9.0792,6.3253,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (23).jpg,11.6955,-10.1005,-2.3049,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (24).jpg,-19.4873,-15.2859,-10.8454,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (25).jpg,10.7127,-14.3238,4.1893,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (26).jpg,8.3332,-10.1552,2.0686,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (27).jpg,-7.9362,-13.3473,-5.8299,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (28).jpg,8.033,-12.9319,4.9552,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (29).jpg,10.5463,-15.4701,3.054,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (30).jpg,17.6581,-16.9421,4.7362,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (31).jpg,14.0893,-16.2273,5.5159,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (32).jpg,9.1388,-10.3885,-5.5108,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (33).jpg,8.9869,-14.4483,7.7786,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (34).jpg,-12.6512,-12.8679,-5.2801,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (35).jpg,8.1505,-13.6443,6.4272,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (36).jpg,19.3726,-11.2143,2.5907,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (37).jpg,-2.7558,-9.6088,0.6504,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (38).jpg,4.5576,-10.2926,8.2305,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (39).jpg,-3.4866,-16.2197,0.4193,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (40).jpg,19.0011,-14.7275,3.7338,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (41).jpg,-10.2421,-8.3644,-1.683,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (42).jpg,14.9852,-17.839,4.0472,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (43).jpg,8.5161,-13.0154,4.3529,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (44).jpg,-4.5527,-12.5874,-2.093,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (45).jpg,11.465,-9.2534,-4.6395,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (46).jpg,-13.1629,-8.4345,0.9023,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (47).jpg,-15.5096,-16.7458,-1.5129,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (48).jpg,-8.7982,-13.7251,-1.3,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (49).jpg,5.0064,-13.512,8.0539,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (50).jpg,3.6168,-9.1884,-12.2542,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (51).jpg,10.5496,-14.182,3.1072,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (52).jpg,-12.0081,-11.5703,-4.5928,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (53).jpg,-11.6074,-14.3473,-11.7674,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (54).jpg,12.2002,-14.7349,5.2447,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (55).jpg,12.5129,-17.8041,6.9338,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (56).jpg,2.2354,-9.5433,4.5092,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (57).jpg,-15.5565,-15.5447,-9.4464,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (58).jpg,16.9131,-14.3473,15.3299,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (59).jpg,9.3281,-18.8165,6.7437,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (60).jpg,-9.7039,-7.4819,-7.713,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (61).jpg,12.7669,-11.7517,1.7281,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (62).jpg,-15.5029,-13.3277,-1.3773,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (63).jpg,-12.9198,-11.5864,-9.1255,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (64).jpg,12.7757,-17.1756,4.1627,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (65).jpg,-13.6711,-9.6372,9.0604,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (66).jpg,-16.0355,-14.5343,0.1645,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (67).jpg,14.9935,-12.2861,-1.0179,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (68).jpg,2.4852,-9.0286,1.3825,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (69).jpg,16.8066,-9.838,0.9341,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (70).jpg,-7.3545,-12.953,-7.3555,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (71).jpg,2.5644,-10.0605,-2.4798,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (72).jpg,-4.4075,-10.0933,-11.251,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (73).jpg,8.285,-11.0615,0.2417,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (74).jpg,8.7175,-11.5815,2.8663,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (75).jpg,15.0173,-8.6491,3.9413,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (76).jpg,-12.2439,-12.0299,-6.8188,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (77).jpg,11.5381,-11.0406,7.1734,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (78).jpg,-13.924,-13.9083,-4.8525,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (79).jpg,9.1391,-11.9157,-0.9606,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (80).jpg,11.8924,-8.7261,3.8177,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (81).jpg,14.9447,-13.0752,0.1283,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (82).jpg,19.4906,-6.5619,-11.4508,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (83).jpg,20.2409,-12.2299,0.0065,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (84).jpg,13.7134,-11.7723,9.3056,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (85).jpg,1.3169,-11.7878,-5.1141,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (86).jpg,-9.0343,-14.1182,-1.2346,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (87).jpg,11.7396,-15.7936,11.1867,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (88).jpg,-7.9659,-14.4276,-2.9782,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (89).jpg,-0.2013,-8.5221,1.0095,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (90).jpg,12.357,-15.2726,7.9379,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (91).jpg,10.4003,-11.1317,10.6398,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (92).jpg,3.5697,-13.4327,-5.9449,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (93).jpg,1.8195,-11.2277,0.3427,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (94).jpg,8.1291,-11.4816,6.5671,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (95).jpg,17.1084,-11.6723,5.4747,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (96).jpg,9.1819,-16.3466,9.664,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (97).jpg,-9.3772,-12.3025,12.4708,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (98).jpg,-20.2941,-13.322,-13.2637,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (99).jpg,5.2332,-10.7447,-0.5937,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (100).jpg,-2.7375,-11.8478,-5.1959,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (101).jpg,8.5073,-10.8861,2.6733,AKB48,ex_akb_20171213_angle.csv
AKB48_20171213 (102).jpg,-8.0646,-11.0475,3.6022,AKB48,ex_akb_20171213_angle.csv
