image,yaw_deg,pitch_deg,roll_deg,Group,source_csv
AKB48_20110119 (1).jpg,16.6447,-11.6469,-2.0477,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (2).jpg,9.9788,-20.0842,16.67,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (3).jpg,9.4728,-19.1149,6.5528,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (4).jpg,11.1507,-12.2143,6.9107,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (5).jpg,12.1849,-11.9252,-3.1712,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (6).jpg,3.8702,-8.9448,5.0768,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (7).jpg,0.4406,-13.1512,-1.5716,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (8).jpg,-2.1261,-14.1211,-1.7945,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (9).jpg,14.7558,-9.1577,2.2837,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (10).jpg,-11.3035,-10.8135,0.5723,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (11).jpg,-7.8225,-9.931,-7.0388,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (12).jpg,-11.5827,-12.98,-8.6236,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (13).jpg,10.1104,-16.0689,-4.3366,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (14).jpg,12.6114,-7.4742,-5.118,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (15).jpg,-9.67,-7.4099,-4.1837,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (16).jpg,0.6618,-13.6354,-3.4752,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (17).jpg,3.3497,-14.1675,-4.1346,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (18).jpg,-17.3447,-12.6306,-0.0608,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (19).jpg,-13.4989,-16.1157,-5.3114,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (20).jpg,-10.3219,-16.0507,-4.185,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (21).jpg,-12.7281,-15.0073,-7.5164,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (22).jpg,6.0331,-13.5646,0.8789,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (23).jpg,-13.7864,-13.1001,1.8888,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (24).jpg,12.378,-9.2709,0.4437,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (25).jpg,-5.127,-11.0402,2.3282,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (26).jpg,20.735,-15.6425,-0.5862,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (27).jpg,7.205,-19.1343,4.1438,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (28).jpg,-12.2343,-12.2586,4.8168,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (29).jpg,-8.1379,-10.8371,6.383,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (30).jpg,-15.8358,-12.9673,-4.8666,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (31).jpg,-17.7953,-10.0744,3.6908,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (32).jpg,4.264,-14.3818,0.3679,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (33).jpg,16.1811,-17.3984,7.2252,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (34).jpg,-3.7208,-13.9297,0.0453,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (35).jpg,-15.5529,-13.9357,0.0145,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (36).jpg,-4.7625,-10.6075,-8.3871,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (37).jpg,10.3779,-12.3351,-2.0763,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (38).jpg,-14.4947,-13.4935,-5.3923,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (39).jpg,-21.7677,-8.4546,5.9975,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (40).jpg,9.3348,-11.9294,4.151,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (41).jpg,4.1509,-11.4595,3.6409,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (42).jpg,-15.719,-7.2463,8.19,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (43).jpg,-0.7116,-13.6992,0.1393,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (44).jpg,-3.8086,-15.6685,0.5849,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (45).jpg,-13.4209,-16.6032,-2.5104,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (46).jpg,-1.3374,-11.0676,1.3561,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (47).jpg,4.719,-10.5103,5.1032,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (48).jpg,-15.9173,-13.0268,-6.2683,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (49).jpg,-1.5807,-13.3575,5.0196,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (50).jpg,5.5035,-14.4352,4.475,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (51).jpg,-11.3282,-15.2722,-0.7091,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (52).jpg,3.6647,-12.8916,-3.0137,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (53).jpg,-8.7176,-9.6472,10.9856,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (54).jpg,7.7617,-13.1265,3.8601,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (55).jpg,10.4132,-11.7581,2.3131,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (56).jpg,2.2795,-17.6951,-0.805,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (57).jpg,7.295,-10.7619,-1.1044,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (58).jpg,-6.1842,-7.2274,-0.0605,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (59).jpg,10.754,-18.9845,5.0536,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (60).jpg,2.7196,-15.6206,6.0187,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (61).jpg,7.5175,-11.5297,0.1255,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (62).jpg,20.0215,-13.4531,3.142,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (63).jpg,8.8558,-6.4675,-13.5391,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (64).jpg,-5.7291,-9.4393,-0.2028,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (65).jpg,-15.692,-11.7852,8.666,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (66).jpg,2.2604,-16.3549,-9.9472,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (67).jpg,11.3315,-11.3416,-3.4079,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (68).jpg,8.4123,-13.044,3.0485,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (69).jpg,-10.0786,-15.3977,0.7359,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (70).jpg,-1.3961,-12.5587,3.5991,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (71).jpg,4.3118,-14.7505,-1.1285,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (72).jpg,8.1536,-14.1498,10.0607,AKB48,ex_akb_20110119_angle.csv
AKB48_20110119 (73).jpg,-16.336,-14.8079,-2.491,AKB48,ex_akb_20110119_angle.csv
AKB48_20111026 (1).jpg,9.1778,-8.7097,0.1965,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (2).jpg,6.3811,-8.9463,0.2903,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (3).jpg,11.0659,-16.012,4.3417,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (4).jpg,9.6172,-14.0262,3.0155,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (5).jpg,0.8281,-9.4704,5.1198,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (6).jpg,6.2525,-10.2433,3.508,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (7).jpg,3.1834,-11.0951,2.1021,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (8).jpg,-2.9766,-12.8214,4.2412,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (9).jpg,4.7916,-12.8374,2.4911,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (10).jpg,-1.7941,-12.1456,-6.9081,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (11).jpg,8.1038,-9.9144,0.8499,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (12).jpg,-9.8258,-11.6392,-5.1352,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (13).jpg,-0.1573,-10.5548,0.8876,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (14).jpg,5.548,-17.0605,17.4173,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (15).jpg,8.2429,-11.9986,2.0513,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (16).jpg,-13.2997,-15.1191,3.8942,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (17).jpg,-8.1223,-13.2401,-2.7102,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (18).jpg,-0.2987,-10.2387,3.4696,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (19).jpg,8.7864,-10.5515,0.6215,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (20).jpg,-5.8655,-17.0543,3.2167,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (21).jpg,16.9457,-8.4037,1.333,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (22).jpg,-6.011,-20.0219,3.6072,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (23).jpg,-6.3863,-15.0649,0.5888,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (24).jpg,15.0712,-9.7144,-3.1494,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (25).jpg,6.3779,-7.3237,-1.9586,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (26).jpg,0.8754,-10.4374,0.0165,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (27).jpg,3.6925,-15.5312,3.2765,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (28).jpg,7.366,-18.502,6.8868,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (29).jpg,21.0217,-12.4689,-0.6192,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (30).jpg,-2.5227,-16.6584,-3.9846,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (31).jpg,1.6279,-9.9853,9.1248,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (32).jpg,-8.9189,-14.1173,5.2336,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (33).jpg,-3.3684,-17.3554,-9.112,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (34).jpg,-10.8634,-15.9319,-5.3888,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (35).jpg,9.0461,-15.4444,0.8288,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (36).jpg,0.596,-15.2544,7.1163,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (37).jpg,2.5417,-13.8671,-5.3915,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (38).jpg,-3.5625,-8.7946,6.5099,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (39).jpg,-12.9573,-10.6929,-3.938,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (40).jpg,4.7041,-15.4417,8.4288,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (41).jpg,-6.7939,-13.658,4.3973,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (42).jpg,6.2561,-11.9062,-1.4282,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (43).jpg,8.272,-8.7168,7.7144,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (44).jpg,6.5942,-11.9039,8.4622,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (45).jpg,-13.127,-11.9561,-1.0315,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (46).jpg,15.6617,-12.9794,0.9397,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (47).jpg,9.8675,-15.1475,9.1318,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (48).jpg,5.3141,-11.7689,-14.9006,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (49).jpg,-7.7087,-10.8123,-0.392,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (50).jpg,-4.2687,-12.6353,-4.6402,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (51).jpg,7.7061,-12.0311,3.1415,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (52).jpg,-8.5621,-8.6375,-1.5255,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (53).jpg,4.7384,-13.8047,2.5248,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (54).jpg,13.524,-15.1616,-0.64,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (55).jpg,-2.9421,-14.9975,0.3742,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (56).jpg,8.8323,-15.6739,6.6194,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (57).jpg,4.2225,-10.6956,1.3789,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (58).jpg,13.4151,-10.9362,3.8469,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (59).jpg,2.9453,-9.7461,2.101,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (60).jpg,7.3614,-14.3416,0.3651,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (61).jpg,8.1756,-18.1994,3.8268,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (62).jpg,-10.9522,-17.4693,2.3974,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (63).jpg,8.8948,-12.4131,-0.0531,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (64).jpg,12.801,-16.733,-0.5763,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (65).jpg,-9.0862,-14.5293,2.0019,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (66).jpg,5.3245,-11.3039,1.5524,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (67).jpg,0.7537,-11.6868,3.1607,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (68).jpg,5.6163,-9.9979,-0.2143,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (69).jpg,-3.0776,-14.3802,-4.7087,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (70).jpg,-0.8672,-15.7228,7.6261,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (71).jpg,12.2854,-12.4905,-1.0255,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (72).jpg,4.9431,-9.4295,-0.4662,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (73).jpg,-9.4446,-9.4129,-6.0554,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (74).jpg,-6.7939,-11.756,1.0932,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (75).jpg,17.0113,-13.2191,3.9688,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (76).jpg,-0.4533,-11.5924,-9.8322,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (77).jpg,8.6526,-11.2655,-0.1812,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (78).jpg,-1.0686,-10.7269,0.0223,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (79).jpg,3.7511,-12.8652,7.2644,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (80).jpg,-8.1837,-13.3483,-2.2231,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (81).jpg,9.6508,-13.2056,5.4081,AKB48,ex_akb_20111026_angle.csv
AKB48_20111026 (82).jpg,-12.3506,-13.1658,-0.824,AKB48,ex_akb_20111026_angle.csv
AKB48_20121203 (1).jpg,2.6719,-9.4291,3.427,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (2).jpg,5.6027,-10.5809,3.2765,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (3).jpg,7.1696,-10.345,1.3279,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (4).jpg,-11.1436,-14.4878,5.5645,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (5).jpg,14.0741,-13.8122,7.1845,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (6).jpg,6.253,-11.5158,0.9251,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (7).jpg,5.6724,-7.7998,-0.105,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (8).jpg,-5.5733,-12.1778,2.1062,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (9).jpg,5.4699,-6.6121,-4.9527,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (10).jpg,2.5277,-14.8586,11.0688,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (11).jpg,-0.304,-16.1115,-0.9332,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (12).jpg,-10.2934,-7.9742,7.1072,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (13).jpg,11.3563,-11.27,-3.8028,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (14).jpg,0.3905,-12.3337,-0.4213,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (15).jpg,2.1437,-14.4972,-1.9144,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (16).jpg,-12.3268,-13.9943,0.0695,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (17).jpg,-8.4769,-10.0135,1.4766,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (18).jpg,12.4132,-17.118,4.0977,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (19).jpg,-1.5185,-17.9503,2.3053,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (20).jpg,4.4633,-12.7846,1.3152,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (21).jpg,-9.3156,-9.0391,-2.6924,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (22).jpg,-1.1312,-12.7095,-6.0938,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (23).jpg,8.3144,-8.4926,1.4372,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (24).jpg,-4.3175,-16.7211,1.0063,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (25).jpg,-18.4199,-11.945,0.5513,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (26).jpg,-5.6599,-11.3951,-7.195,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (27).jpg,-12.5379,-10.9539,-0.1603,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (28).jpg,-9.2905,-12.9243,-1.2912,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (29).jpg,8.4289,-14.4933,6.415,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (30).jpg,11.91,-7.6889,-4.5804,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (31).jpg,5.3615,-13.9286,-0.5413,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (32).jpg,10.1788,-14.4673,7.2463,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (33).jpg,-2.5253,-10.8743,-4.9333,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (34).jpg,10.737,-12.888,7.7688,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (35).jpg,-2.6161,-13.3591,0.1138,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (36).jpg,11.934,-11.4686,-2.5623,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (37).jpg,0.0254,-18.1611,-0.4448,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (38).jpg,-4.166,-16.3322,-3.8141,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (39).jpg,10.5563,-15.9963,-4.4665,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (40).jpg,6.956,-13.7191,-1.1478,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (41).jpg,11.9985,-12.9912,3.3126,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (42).jpg,-3.6681,-14.123,0.5173,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (43).jpg,-2.7473,-8.7037,-2.5084,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (44).jpg,-12.3517,-8.908,-3.2411,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (45).jpg,3.403,-14.3144,1.9492,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (46).jpg,-1.0387,-10.3462,-2.2412,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (47).jpg,7.872,-10.607,3.7306,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (48).jpg,-1.0303,-11.8093,-4.8976,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (49).jpg,1.503,-15.6215,-0.5554,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (50).jpg,-15.6198,-15.7095,-7.3475,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (51).jpg,10.3248,-9.984,2.6635,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (52).jpg,-7.4304,-15.0548,0.5075,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (53).jpg,-7.1994,-11.5751,-4.8972,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (54).jpg,-14.0445,-16.5827,3.6126,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (55).jpg,6.2333,-15.6247,5.9227,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (56).jpg,-7.3858,-9.767,-0.8103,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (57).jpg,5.6022,-14.2258,-3.6451,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (58).jpg,7.6164,-13.5203,-1.9009,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (59).jpg,-12.2328,-11.831,-0.2116,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (60).jpg,-0.7877,-10.2837,-6.1562,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (61).jpg,8.841,-12.6271,4.8682,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (62).jpg,5.8248,-14.5255,7.0781,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (63).jpg,-11.719,-8.8027,-6.3639,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (64).jpg,10.0483,-14.8983,7.759,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (65).jpg,6.1584,-13.6477,7.4683,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (66).jpg,7.9708,-14.7798,2.2628,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (67).jpg,-5.0182,-18.5402,-8.627,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (68).jpg,-3.1199,-12.8793,-1.0826,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (69).jpg,-1.2901,-11.1536,1.0411,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (70).jpg,12.7031,-9.8515,0.9665,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (71).jpg,-6.9191,-7.8009,1.941,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (72).jpg,-10.2396,-9.2615,1.2993,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (73).jpg,6.7648,-14.6425,3.8698,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (74).jpg,-2.0569,-18.8233,-0.39,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (75).jpg,1.0226,-17.0282,-2.2033,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (76).jpg,-9.7534,-16.2274,2.6418,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (77).jpg,-15.4326,-9.3106,-0.5017,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (78).jpg,14.1671,-8.5802,-3.3184,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (79).jpg,7.126,-19.1399,14.4943,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (80).jpg,-2.2864,-12.2996,0.4392,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (81).jpg,0.4733,-12.18,-3.8258,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (82).jpg,-9.5016,-13.6129,3.097,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (83).jpg,9.3635,-13.7879,1.9566,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (84).jpg,12.484,-13.005,9.3229,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (85).jpg,-11.0401,-13.6214,-7.6949,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (86).jpg,-6.1646,-13.552,1.6587,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (87).jpg,11.3848,-14.9651,4.4738,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (88).jpg,7.4581,-18.8212,3.2848,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (89).jpg,-4.4009,-13.3342,-4.4964,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (90).jpg,-0.9768,-10.1218,-6.0504,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (91).jpg,1.6455,-14.4951,1.5591,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (92).jpg,11.2364,-11.2686,-5.9268,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (93).jpg,-12.7795,-15.577,-3.7445,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (94).jpg,6.1675,-15.8772,4.1873,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (95).jpg,-9.9155,-8.5808,0.4607,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (96).jpg,5.3305,-13.4039,4.3315,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (97).jpg,13.751,-13.8538,5.0936,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (98).jpg,-1.9324,-14.4528,-1.3747,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (99).jpg,7.6383,-11.2551,4.1193,AKB48,ex_akb_20121203_angle.csv
AKB48_20121203 (100).jpg,-0.7464,-9.5555,-0.3435,AKB48,ex_akb_20121203_angle.csv
AKB48_20140423 (1).jpg,6.0589,-11.1244,2.026,AKB48,ex_akb_20140423_angle.csv
AKB48_20140423 (2).jpg,-11.1041,-13.9983,-1.7349,AKB48,ex_akb_20140423_angle.csv
AKB48_20140423 (3).jpg,-3.1151,-16.6829,-8.4258,AKB48,ex_akb_20140423_angle.csv
AKB48_20140423 (4).jpg,8.3286,-12.9081,10.8389,AKB48,ex_akb_20140423_angle.csv
AKB48_20140423 (5).jpg,-0.5831,-13.34,0.8652,AKB48,ex_akb_20140423_angle.csv
