group,time,y,se
AKB48,2011-01-19,-0.48910684931506837,1.2611032551574353
AKB48,2011-10-26,2.2171329268292683,0.8998740285138701
AKB48,2012-12-03,0.562777,0.8395707512408356
AKB48,2014-04-23,0.1992424836601307,0.7967871138447442
AKB48,2014-05-24,0.6427272727272729,1.490886708115019
AKB48,2014-09-01,1.1675204225352112,0.8220553109966308
AKB48,2014-10-29,0.9502387755102041,1.2110641926972625
AKB48,2015-11-27,2.4022806896551723,0.8693040390748317
AKB48,2017-04-25,2.5880763513513516,0.8819450835309248
AKB48,2017-12-13,3.474051937984496,0.9305125434388151
AKB48,2018-12-20,0.596015625,1.0657128880995634
AKB48,2020-01-18,1.7348521008403364,1.073594827487322
AKB48,2021-08-05,2.1418714285714286,0.9789922096251854
AKB48,2023-07-01,1.99049010989011,1.1076310525735935
AKB48,2024-04-09,1.0538136363636363,1.2693019321794303
AKB48,2025-10-16,0.8730775510204082,1.4035108482329939
AKB48,2025-12-09,2.0715933333333334,1.368737874870514
HKT48,2011-12-13,0.8916952380952381,2.211171088031518
HKT48,2012-07-05,3.499736363636364,2.0785496977975026
HKT48,2013-01-18,0.9847272727272727,1.8371647157332256
HKT48,2013-04-30,3.9248589743589744,1.7401091726834819
HKT48,2014-05-01,1.1264595744680852,1.5583767799167552
HKT48,2015-07-03,1.8580653061224488,1.649418043345552
HKT48,2016-07-07,-0.5597022727272726,1.6385806452823615
HKT48,2018-07-03,4.154579999999999,1.7762125901513715
HKT48,2020-09-24,3.824026315789474,1.6347674587713332
HKT48,2022-05-12,1.877244927536232,1.3947021542405411
HKT48,2022-08-21,4.128233333333333,1.4379629382111192
HKT48,2023-07-19,3.7234071428571434,1.5259853802308192
HKT48,2024-08-09,4.037976,1.5339132178458217
HKT48,2025-12-24,5.578843902439024,1.243991061223124
NGT48,2016-02-16,4.931730769230769,2.0262030127595745
NGT48,2016-06-30,2.4475615384615383,2.3075738119643985
NGT48,2017-11-07,1.4255000000000002,1.8494280396201777
NGT48,2018-06-13,4.776855555555556,1.493494506364508
NGT48,2019-06-17,0.8176692307692307,1.739928907443503
NGT48,2020-11-01,0.5191766666666664,2.3139286495456433
NGT48,2022-07-07,1.957727027027027,1.968672181559992
NGT48,2023-03-23,1.475203703703704,2.1830188345975055
NGT48,2024-04-02,2.5168611111111114,2.096374550160339
NGT48,2025-04-04,0.33502777777777765,1.668673163032705
NMB48,2011-02-12,-3.860488,2.2466513121704788
NMB48,2013-01-17,1.9673555555555557,1.0820906181152352
NMB48,2013-08-01,0.4618417910447761,1.4612751716614183
NMB48,2014-05-28,2.1718060606060607,1.5814094024236816
NMB48,2015-12-24,2.9845301587301587,1.5091372531672722
NMB48,2016-11-11,2.691821875,1.4068108619716626
NMB48,2017-05-21,1.5174727272727273,1.4720603248976385
NMB48,2018-03-31,4.540697872340425,1.9389729721408648
NMB48,2018-08-30,-0.8345310344827586,2.3855852224607776
NMB48,2019-05-01,5.040552307692308,1.6938362707096786
NMB48,2020-08-29,5.907093617021276,1.7917446951720521
NMB48,2021-11-12,-3.0188853658536585,2.3316150109630676
NMB48,2022-01-01,-3.264035714285714,3.383345095400736
NMB48,2023-01-01,5.188757777777778,1.9834258277400623
NMB48,2024-04-04,3.248145098039216,1.6572219452133075
NMB48,2025-05-18,-1.1135651515151515,1.4769583632112444
SKE48,2011-10-15,1.2828950819672131,1.0679723876222833
SKE48,2012-06-29,-2.7711019230769236,1.0462470518238767
