group,time,y,se
SKE48,2012-11-09,-0.26287647058823504,1.5293933401968514
SKE48,2013-08-21,-0.5799986111111112,1.0890439162835728
SKE48,2014-05-05,0.9377042857142858,1.1993417690997819
SKE48,2015-08-05,1.7512563380281692,1.293190313007668
SKE48,2016-11-01,1.3985984126984128,1.4782482656085427
SKE48,2017-06-09,0.6691464788732394,1.3927419351303196
SKE48,2018-10-11,-0.21266268656716414,1.2811175240944908
SKE48,2019-10-21,7.172161643835617,1.6545888139119769
SKE48,2021-12-11,2.7577218749999997,1.5950080011033407
SKE48,2023-02-14,4.2027542372881355,1.5637689357941524
SKE48,2025-02-14,3.969036170212766,1.3032203955773924
SUT48,2017-11-10,-0.5164363636363637,2.101205727030831
SUT48,2018-08-06,2.6291857142857142,1.4018774195153223
SUT48,2019-07-14,5.422412903225807,1.8545799527188653
SUT48,2020-02-05,-1.7179166666666668,2.1170751050928414
SUT48,2020-05-21,2.661077272727273,1.8420830757024114
SUT48,2021-08-30,2.30256511627907,1.724745919377887
SUT48,2022-06-11,2.40672,1.4615675021903107
SUT48,2023-06-10,2.43124375,1.3670926432602368
SUT48,2024-07-01,0.6445605263157895,1.4810058898158118
SUT48,2025-06-22,3.5201655172413795,2.0676312245944932
hinatazaka,2016-06-29,7.097383333333333,2.9311453240554837
hinatazaka,2016-11-30,3.9477583333333333,3.9177231738457
hinatazaka,2017-04-05,8.977158333333334,3.0297205582828206
hinatazaka,2017-10-25,2.876755,3.6868936366716984
hinatazaka,2018-03-07,-3.2255899999999995,1.7860646419742279
hinatazaka,2018-06-20,2.45248,3.4037364596294064
hinatazaka,2019-02-27,6.336019047619048,2.2510089178666512
hinatazaka,2019-03-27,4.2086,3.390002298229309
hinatazaka,2019-07-17,3.33205,3.2621516201209735
hinatazaka,2019-10-02,5.58188,2.939183092697697
hinatazaka,2020-02-19,7.565013636363636,2.91771887430061
hinatazaka,2020-09-23,4.003013636363637,2.2597702068105394
hinatazaka,2021-05-26,1.824759090909091,2.5460971980359886
hinatazaka,2021-10-27,-2.2098272727272725,2.1709968233856833
hinatazaka,2022-06-01,3.9571681818181816,2.496045194225949
hinatazaka,2022-10-26,1.8808151515151517,2.261843750929697
hinatazaka,2023-04-19,4.387740625,2.110676083388709
hinatazaka,2023-07-26,1.2831687500000002,1.9386560993848827
hinatazaka,2023-11-08,2.2343129032258067,2.2167103222449116
hinatazaka,2024-05-08,-0.15440689655172402,1.6966897753759513
hinatazaka,2024-09-18,0.9120925925925926,2.0130642072768
hinatazaka,2025-01-29,-0.053980000000000174,1.7777228644157859
hinatazaka,2025-05-21,3.9690466666666664,2.1930204017832455
hinatazaka,2025-09-17,2.6995862068965515,2.177191792419406
hinatazaka,2026-01-05,3.7008535714285715,1.7593254343886546
nogizaka,2011-08-21,-0.15050000000000013,1.3861770056296951
nogizaka,2011-09-22,1.0407333333333333,1.6258514633287016
nogizaka,2012-02-22,1.1338000000000001,2.2502439557518485
nogizaka,2012-05-02,2.247470588235294,1.6614346784720126
nogizaka,2012-08-22,2.8925970588235295,1.4149704269913161
nogizaka,2012-12-19,0.3011750000000002,1.8716143686883373
nogizaka,2013-03-13,3.2581333333333333,2.0064440815718605
nogizaka,2013-07-03,-2.952875,2.3892561247250765
nogizaka,2013-11-27,1.1796116279069768,1.6347048720779025
nogizaka,2014-04-02,0.9898488372093024,1.2997311786900583
nogizaka,2014-07-09,0.3890883720930232,1.2145775378458754
nogizaka,2014-10-08,-0.7156975,1.5002512692515426
nogizaka,2015-03-18,2.9721605263157893,0.9323013486157349
nogizaka,2015-07-22,-1.7910864864864866,1.0495242502006286
nogizaka,2015-10-28,0.31872702702702693,1.340511025230115
nogizaka,2016-03-23,-0.761637837837838,1.1245123889438295
nogizaka,2016-07-27,0.5658999999999998,1.1851864385336315
nogizaka,2017-03-22,3.233739130434783,1.2938484802518537
nogizaka,2018-04-25,2.4157761904761905,1.3492186979977796
nogizaka,2018-11-14,-2.28214,2.0061685132738183
nogizaka,2019-09-04,2.6635139534883723,1.9501555969031508
nogizaka,2020-03-25,-2.7824829787234044,1.3206805961973698
nogizaka,2021-01-27,-2.180765909090909,1.6455406911324801
nogizaka,2021-06-09,-1.6471790697674418,1.6751841125952251
nogizaka,2021-12-15,-0.7239000000000001,2.0694384333354114
nogizaka,2022-12-07,1.4947975,2.056223036099376
nogizaka,2023-08-23,2.8731515151515152,2.0695842266538507
nogizaka,2023-12-06,2.866751515151515,2.1018604358523754
nogizaka,2024-04-10,4.0395771428571425,1.506346552859721
nogizaka,2024-08-21,2.386993939393939,1.7905917338754511
nogizaka,2024-12-11,0.8130903225806451,2.477964745201038
nogizaka,2025-03-26,-1.1544475000000003,1.879585200642471
nogizaka,2025-07-30,1.8998051282051283,1.8833294638535794
nogizaka,2025-11-26,3.5504307692307693,1.2241162377780224
sakurazaka,2015-10-03,6.488728571428572,2.2829323595421953
sakurazaka,2015-10-23,7.296585714285714,3.0934718032863806
sakurazaka,2016-03-03,1.39697,3.0185210803523597
sakurazaka,2016-04-06,12.059135000000001,4.134222160094263
sakurazaka,2016-08-10,-0.8041349999999998,4.211192023295435
sakurazaka,2016-11-30,-1.8698199999999996,3.6643123713848698
sakurazaka,2017-04-05,-0.39050000000000007,3.365215260980617
sakurazaka,2017-10-25,6.0279,2.42772065951152
sakurazaka,2018-03-07,0.8449238095238096,3.145684865735803
sakurazaka,2018-08-15,-0.04624285714285697,3.495275352117835
sakurazaka,2019-02-27,8.513927777777777,3.027250838813725
sakurazaka,2020-08-21,2.951476923076923,2.834870772088251
sakurazaka,2020-12-09,2.3506961538461537,3.145634057573868
sakurazaka,2021-04-14,-0.27386,2.1759626994505217
sakurazaka,2021-10-13,3.272004,3.0691360749592063
sakurazaka,2022-04-06,7.743443478260869,2.7462563193723804
sakurazaka,2022-08-23,1.9760363636363634,3.200041345833715
sakurazaka,2023-02-15,10.391242105263158,3.1604063350448413
sakurazaka,2023-06-28,6.209268965517241,2.431367865496104
sakurazaka,2023-10-18,4.394427586206897,2.60309705998298
sakurazaka,2024-02-21,3.0370592592592596,3.041108237281614
sakurazaka,2024-06-26,3.3375333333333335,2.476632605464553
sakurazaka,2024-10-23,-5.607177777777777,2.544688733747591
sakurazaka,2025-02-19,3.569388,1.916051917853654
sakurazaka,2025-06-25,5.888130303030303,1.7241976299569994
sakurazaka,2025-10-29,-0.520321212121212,2.372542018494493
