image,yaw_deg,pitch_deg,roll_deg
sakurazaka_20250625 (1).jpg,4.4389,-13.1295,7.3696
sakurazaka_20250625 (2).jpg,2.2350,-5.7817,5.7156
sakurazaka_20250625 (3).jpg,12.7035,-9.7062,2.4919
sakurazaka_20250625 (4).jpg,1.2405,-7.2562,-0.3979
sakurazaka_20250625 (5).jpg,-3.2643,-9.0162,0.5513
sakurazaka_20250625 (6).jpg,6.9348,-5.2801,2.7971
sakurazaka_20250625 (7).jpg,21.6997,-3.8436,-4.3098
sakurazaka_20250625 (8).jpg,2.3600,-4.6333,0.2470
sakurazaka_20250625 (9).jpg,5.8215,-10.7188,3.0744
sakurazaka_20250625 (10).jpg,-4.0056,-5.6810,1.2665
sakurazaka_20250625 (11).jpg,2.7539,-5.1314,-0.5643
sakurazaka_20250625 (12).jpg,-4.9966,-11.0373,-6.9730
sakurazaka_20250625 (13).jpg,18.6856,-11.5754,5.6183
sakurazaka_20250625 (14).jpg,7.8334,-8.2190,5.6251
sakurazaka_20250625 (15).jpg,18.3709,-7.1132,1.4162
sakurazaka_20250625 (16).jpg,23.6774,-6.7390,-1.4286
sakurazaka_20250625 (17).jpg,0.9875,-7.7823,2.2848
sakurazaka_20250625 (18).jpg,0.1512,-5.8955,1.2471
sakurazaka_20250625 (19).jpg,19.4865,0.9675,0.2808
sakurazaka_20250625 (20).jpg,-8.4595,-9.9901,-6.1382
sakurazaka_20250625 (21).jpg,10.6891,-13.8658,5.5631
sakurazaka_20250625 (22).jpg,-9.6483,-8.5347,-3.8203
sakurazaka_20250625 (23).jpg,20.8526,-8.9371,4.2544
sakurazaka_20250625 (24).jpg,21.2603,0.1577,-5.2256
sakurazaka_20250625 (25).jpg,9.3442,-7.7165,-2.0047
sakurazaka_20250625 (26).jpg,-14.7332,-5.0831,-0.6341
sakurazaka_20250625 (27).jpg,-2.5571,-8.1570,1.3382
sakurazaka_20250625 (28).jpg,5.9849,-11.7480,7.6921
sakurazaka_20250625 (29).jpg,3.1112,-9.6380,0.3837
sakurazaka_20250625 (30).jpg,12.8827,-7.2497,1.0309
sakurazaka_20250625 (31).jpg,8.3525,-8.4464,-3.4562
sakurazaka_20250625 (32).jpg,3.9892,-3.8035,-4.4200
sakurazaka_20250625 (33).jpg,-3.8741,-8.2119,-3.3344
