image,yaw_deg,pitch_deg,roll_deg
keyakizaka_20161130 (1).jpg,-8.4992,-5.6073,-3.5910
keyakizaka_20161130 (2).jpg,27.0268,-10.9320,2.6360
keyakizaka_20161130 (3).jpg,13.0264,-8.7321,5.8129
keyakizaka_20161130 (4).jpg,-25.1657,-4.5349,4.2356
keyakizaka_20161130 (5).jpg,-19.8285,-3.4135,-3.0165
keyakizaka_20161130 (6).jpg,-3.6416,-10.7488,-3.8360
keyakizaka_20161130 (7).jpg,-13.3257,-3.4850,-1.5286
keyakizaka_20161130 (8).jpg,-29.0868,-4.9301,-3.1180
keyakizaka_20161130 (9).jpg,-14.6195,-7.4603,-3.4732
keyakizaka_20161130 (10).jpg,6.0138,-10.6545,8.4975
keyakizaka_20161130 (11).jpg,-18.3711,-7.4019,0.8283
keyakizaka_20161130 (12).jpg,13.1644,-7.8973,0.2880
keyakizaka_20161130 (13).jpg,-8.6001,-6.1198,-1.1998
keyakizaka_20161130 (14).jpg,14.2973,-7.0841,1.3090
keyakizaka_20161130 (15).jpg,3.1318,-13.8376,5.9349
keyakizaka_20161130 (16).jpg,18.6779,-4.8482,0.1384
keyakizaka_20161130 (17).jpg,6.7435,-9.6032,1.9239
keyakizaka_20161130 (18).jpg,20.8138,-6.1776,0.1206
keyakizaka_20161130 (19).jpg,-15.7680,-14.8702,-9.1366
keyakizaka_20161130 (20).jpg,-3.3859,-5.9043,-0.9333
