image,yaw_deg,pitch_deg,roll_deg
keyakizaka_20151023 (1).jpg,17.8846,-10.4679,2.0546
keyakizaka_20151023 (2).jpg,24.5646,-6.8305,-2.5531
keyakizaka_20151023 (3).jpg,22.0474,-10.4869,5.7278
keyakizaka_20151023 (4).jpg,5.9158,-10.9910,1.3716
keyakizaka_20151023 (5).jpg,18.5392,-10.5949,1.4145
keyakizaka_20151023 (6).jpg,15.4341,-6.7376,0.2681
keyakizaka_20151023 (7).jpg,2.9222,-8.3664,4.4188
keyakizaka_20151023 (8).jpg,20.1819,-10.7335,5.2581
keyakizaka_20151023 (9).jpg,15.0173,-10.5427,3.0155
keyakizaka_20151023 (10).jpg,-19.8255,-6.1339,6.5418
keyakizaka_20151023 (11).jpg,-12.9467,-8.3523,3.4795
keyakizaka_20151023 (12).jpg,-7.2758,-11.9766,-9.6919
keyakizaka_20151023 (13).jpg,-9.2609,-2.7827,11.3662
keyakizaka_20151023 (14).jpg,-19.3858,-10.1340,-0.9550
keyakizaka_20151023 (15).jpg,20.2989,-8.9428,-1.8591
keyakizaka_20151023 (16).jpg,22.4152,-14.5494,3.1770
keyakizaka_20151023 (17).jpg,16.5713,-7.4943,1.1532
keyakizaka_20151023 (18).jpg,8.7599,-6.7863,1.0151
keyakizaka_20151023 (19).jpg,0.6420,-10.0039,-6.9333
keyakizaka_20151023 (20).jpg,-0.5790,-7.8062,0.1952
keyakizaka_20151023 (21).jpg,11.3076,-14.2747,2.9832
