image,yaw_deg,pitch_deg,roll_deg
sakurazaka_20230628 (1).jpg,-10.9334,-10.2804,-8.1857
sakurazaka_20230628 (2).jpg,17.4214,-4.8710,-0.0582
sakurazaka_20230628 (3).jpg,18.1525,-11.9900,11.8361
sakurazaka_20230628 (4).jpg,-1.1584,-5.2738,-2.1991
sakurazaka_20230628 (5).jpg,16.0781,-7.0931,7.0544
sakurazaka_20230628 (6).jpg,20.4605,-6.8128,1.3301
sakurazaka_20230628 (7).jpg,10.1946,-4.4769,9.1589
sakurazaka_20230628 (8).jpg,21.0643,-9.1604,6.1222
sakurazaka_20230628 (9).jpg,20.0275,-5.1454,7.2376
sakurazaka_20230628 (10).jpg,16.5044,-1.7984,0.8621
sakurazaka_20230628 (11).jpg,-5.0923,-4.6416,-2.8165
sakurazaka_20230628 (12).jpg,23.9974,-1.9572,0.9484
sakurazaka_20230628 (13).jpg,15.0137,-2.2329,-2.9606
sakurazaka_20230628 (14).jpg,-10.4598,-7.8391,-8.0834
sakurazaka_20230628 (15).jpg,-20.9306,-5.6340,1.1356
sakurazaka_20230628 (16).jpg,11.0736,-5.6799,4.0116
sakurazaka_20230628 (17).jpg,-12.8037,-12.8328,-9.3516
sakurazaka_20230628 (18).jpg,8.1179,-10.4722,12.9627
sakurazaka_20230628 (19).jpg,-0.2148,-3.4496,-0.5896
sakurazaka_20230628 (20).jpg,9.9818,-5.7880,12.7594
sakurazaka_20230628 (21).jpg,18.6882,-14.4614,4.5286
sakurazaka_20230628 (22).jpg,20.0842,-9.7687,10.5830
sakurazaka_20230628 (23).jpg,6.3680,-4.8327,7.6173
sakurazaka_20230628 (24).jpg,15.5126,-4.5538,1.2912
sakurazaka_20230628 (25).jpg,-8.1426,-10.5712,-7.6103
sakurazaka_20230628 (26).jpg,7.7964,-10.2088,6.0070
sakurazaka_20230628 (27).jpg,-13.4801,-8.9181,-4.6533
sakurazaka_20230628 (28).jpg,-4.5265,-6.2217,-3.6295
sakurazaka_20230628 (29).jpg,-8.7261,-6.6619,-4.0392
