image,yaw_deg,pitch_deg,roll_deg
keyakizaka_20200821 (1).jpg,-11.9522,-4.0022,-1.2317
keyakizaka_20200821 (2).jpg,17.9557,-9.9205,10.0431
keyakizaka_20200821 (3).jpg,-16.7557,-13.0011,-13.4999
keyakizaka_20200821 (4).jpg,14.3680,-5.0499,4.6657
keyakizaka_20200821 (5).jpg,21.0125,-7.8623,6.7088
keyakizaka_20200821 (6).jpg,7.8525,-9.8056,2.2879
keyakizaka_20200821 (7).jpg,10.9280,-3.3567,1.9795
keyakizaka_20200821 (8).jpg,-13.0289,-6.1173,-7.9018
keyakizaka_20200821 (9).jpg,8.4560,-11.6407,3.6817
keyakizaka_20200821 (10).jpg,-15.4130,-9.2383,-8.3283
keyakizaka_20200821 (11).jpg,17.8261,-7.0353,0.0581
keyakizaka_20200821 (12).jpg,19.0872,-7.9884,8.2419
keyakizaka_20200821 (13).jpg,-14.8414,-0.4413,1.3733
keyakizaka_20200821 (14).jpg,19.8291,-3.5327,2.0421
keyakizaka_20200821 (15).jpg,19.2790,-13.8182,4.8923
keyakizaka_20200821 (16).jpg,12.2186,-8.4075,2.0811
keyakizaka_20200821 (17).jpg,-17.1463,-5.5432,-4.6330
keyakizaka_20200821 (18).jpg,-9.8023,-9.4208,-5.9789
keyakizaka_20200821 (19).jpg,18.9159,-12.0360,4.3866
keyakizaka_20200821 (20).jpg,-2.5835,-4.2018,-0.0551
keyakizaka_20200821 (21).jpg,-6.3649,-7.1085,-4.1773
keyakizaka_20200821 (22).jpg,11.1257,-6.4878,8.2503
keyakizaka_20200821 (23).jpg,-13.5860,-9.6376,-6.7106
keyakizaka_20200821 (24).jpg,-18.0145,-6.3695,-5.3068
keyakizaka_20200821 (25).jpg,8.0016,-9.0475,1.3612
keyakizaka_20200821 (26).jpg,9.3712,-7.1329,1.2293
