image,yaw_deg,pitch_deg,roll_deg
keyakizaka_20160810 (1).jpg,-12.7523,-2.9543,8.1428
keyakizaka_20160810 (2).jpg,19.4971,-14.8919,0.3610
keyakizaka_20160810 (3).jpg,13.9003,-19.7853,14.0753
keyakizaka_20160810 (4).jpg,-17.8178,-9.9930,-8.2569
keyakizaka_20160810 (5).jpg,17.4973,-7.1207,-0.7709
keyakizaka_20160810 (6).jpg,-9.5934,-7.1135,-3.5977
keyakizaka_20160810 (7).jpg,-22.1440,-14.2780,-8.1679
keyakizaka_20160810 (8).jpg,32.8363,-11.5214,8.7228
keyakizaka_20160810 (9).jpg,-11.5491,-13.3176,-5.6980
keyakizaka_20160810 (10).jpg,6.2100,-12.7618,1.9193
keyakizaka_20160810 (11).jpg,-16.4646,-9.6940,-11.5136
keyakizaka_20160810 (12).jpg,22.3643,-10.1142,3.7824
keyakizaka_20160810 (13).jpg,-5.9057,-13.9115,-4.2689
keyakizaka_20160810 (14).jpg,-25.6776,-7.1617,7.5046
keyakizaka_20160810 (15).jpg,-27.7924,-16.3525,-5.9834
keyakizaka_20160810 (16).jpg,15.4146,-11.6824,9.5745
keyakizaka_20160810 (17).jpg,27.1156,-0.5803,-5.4250
keyakizaka_20160810 (18).jpg,-18.1587,-18.9437,-17.5688
keyakizaka_20160810 (19).jpg,1.1676,-13.8959,-1.9273
keyakizaka_20160810 (20).jpg,-4.2302,-12.8260,-0.8574
