image,yaw_deg,pitch_deg,roll_deg
sakurazaka_20210414 (1).jpg,4.3940,-5.9166,2.1566
sakurazaka_20210414 (2).jpg,-12.4746,-12.1407,-5.7043
sakurazaka_20210414 (3).jpg,12.5834,-5.9434,1.4725
sakurazaka_20210414 (4).jpg,18.2235,-10.7146,7.0712
sakurazaka_20210414 (5).jpg,-9.4228,-8.4760,-2.0337
sakurazaka_20210414 (6).jpg,8.8984,-10.1917,8.1221
sakurazaka_20210414 (7).jpg,-13.5692,-8.9779,-2.0136
sakurazaka_20210414 (8).jpg,-8.8431,-7.0111,-1.2980
sakurazaka_20210414 (9).jpg,10.4903,-12.0930,1.2478
sakurazaka_20210414 (10).jpg,-15.5089,-7.4312,3.6259
sakurazaka_20210414 (11).jpg,8.7402,-5.6633,4.1511
sakurazaka_20210414 (12).jpg,6.7088,-9.6251,3.8388
sakurazaka_20210414 (13).jpg,-4.1661,-7.8280,4.1605
sakurazaka_20210414 (14).jpg,14.0864,-7.8688,3.7925
sakurazaka_20210414 (15).jpg,-15.0496,-3.6967,1.1725
sakurazaka_20210414 (16).jpg,-16.3105,-5.2980,-0.5719
sakurazaka_20210414 (17).jpg,7.3955,-9.1838,6.9097
sakurazaka_20210414 (18).jpg,13.4082,-7.5219,3.2635
sakurazaka_20210414 (19).jpg,10.1738,-0.4373,2.4285
sakurazaka_20210414 (20).jpg,-5.8110,-8.3299,-3.8287
sakurazaka_20210414 (21).jpg,-11.6992,-6.5101,-6.8918
sakurazaka_20210414 (22).jpg,-7.1360,-7.2441,-1.2691
sakurazaka_20210414 (23).jpg,1.0945,-7.7473,0.3785
sakurazaka_20210414 (24).jpg,-0.6798,-15.9325,-8.1647
sakurazaka_20210414 (25).jpg,-2.3727,-7.0701,3.0063
