image,yaw_deg,pitch_deg,roll_deg
sakurazaka_20230215 (1).jpg,-13.6461,-12.5353,-12.0293
sakurazaka_20230215 (2).jpg,24.1533,-3.9390,-2.1703
sakurazaka_20230215 (3).jpg,17.2457,-4.8110,5.8471
sakurazaka_20230215 (4).jpg,-7.1777,-4.7425,-1.2285
sakurazaka_20230215 (5).jpg,18.0720,-8.8385,11.9116
sakurazaka_20230215 (6).jpg,20.4736,-6.6717,1.1329
sakurazaka_20230215 (7).jpg,16.5826,-6.6356,6.9999
sakurazaka_20230215 (8).jpg,12.4415,-9.4533,7.1523
sakurazaka_20230215 (9).jpg,20.9736,-5.1217,6.9654
sakurazaka_20230215 (10).jpg,19.1262,-5.7408,1.1459
sakurazaka_20230215 (11).jpg,18.8789,-7.5100,7.0927
sakurazaka_20230215 (12).jpg,-10.8509,-7.3425,2.7537
sakurazaka_20230215 (13).jpg,20.5901,2.8906,0.9570
sakurazaka_20230215 (14).jpg,22.8937,-8.4763,3.5236
sakurazaka_20230215 (15).jpg,17.5617,-12.1886,7.4790
sakurazaka_20230215 (16).jpg,-16.5228,-3.8715,0.2318
sakurazaka_20230215 (17).jpg,15.0045,-5.0105,-1.8943
sakurazaka_20230215 (18).jpg,-7.4791,-15.2482,-9.4645
sakurazaka_20230215 (19).jpg,9.1128,-5.6265,3.4251
