image,yaw_deg,pitch_deg,roll_deg
hinatazaka_20250129 (1).jpg,-1.5340,-6.7377,-1.1540
hinatazaka_20250129 (2).jpg,0.1681,-10.5121,1.3444
hinatazaka_20250129 (3).jpg,-0.8647,-7.8307,2.1595
hinatazaka_20250129 (4).jpg,-6.9968,-7.7499,-3.5311
hinatazaka_20250129 (5).jpg,-3.7136,-7.1711,-1.7358
hinatazaka_20250129 (6).jpg,-3.0898,-8.4645,-6.9723
hinatazaka_20250129 (7).jpg,5.8501,-8.7413,2.6392
hinatazaka_20250129 (8).jpg,-4.7263,-8.3623,-3.1918
hinatazaka_20250129 (9).jpg,8.5048,-11.0490,11.2896
hinatazaka_20250129 (10).jpg,8.2714,-12.2632,7.8167
hinatazaka_20250129 (11).jpg,-8.2894,-8.7456,-4.3206
hinatazaka_20250129 (12).jpg,11.1951,-6.2495,0.0477
hinatazaka_20250129 (13).jpg,-6.2774,-8.1066,-4.8957
hinatazaka_20250129 (14).jpg,-11.6821,-10.0065,-2.2892
hinatazaka_20250129 (15).jpg,6.3750,-8.4671,5.3761
hinatazaka_20250129 (16).jpg,-19.6055,-6.9145,-2.0408
hinatazaka_20250129 (17).jpg,3.8834,-9.2314,4.5099
hinatazaka_20250129 (18).jpg,9.7178,-9.8058,0.6731
hinatazaka_20250129 (19).jpg,4.2440,-15.0491,2.5150
hinatazaka_20250129 (20).jpg,4.8946,-10.3270,2.1014
hinatazaka_20250129 (21).jpg,14.1269,-8.0896,4.4800
hinatazaka_20250129 (22).jpg,-6.1415,-8.4405,-3.9191
hinatazaka_20250129 (23).jpg,-4.5934,-8.7253,-3.0755
hinatazaka_20250129 (24).jpg,13.9262,-6.5266,-0.1186
hinatazaka_20250129 (25).jpg,-14.9924,-7.6855,-6.3666
