image,yaw_deg,pitch_deg,roll_deg
SUT48_20200205 (1).jpg,-8.1057,-5.8472,1.3229
SUT48_20200205 (2).jpg,-7.0346,-5.3191,0.6385
SUT48_20200205 (3).jpg,-10.3052,-6.0745,3.4825
SUT48_20200205 (4).jpg,-14.8430,-7.7106,-4.4540
SUT48_20200205 (5).jpg,-15.5629,-3.5703,6.1178
SUT48_20200205 (6).jpg,-4.5458,-16.7159,-4.3777
SUT48_20200205 (7).jpg,14.8937,-12.3617,5.5907
SUT48_20200205 (8).jpg,0.5498,-5.9658,-1.2244
SUT48_20200205 (9).jpg,12.8135,-12.5219,4.4303
SUT48_20200205 (10).jpg,10.5316,-14.5718,20.8674
SUT48_20200205 (11).jpg,4.7595,-4.6967,-1.1912
SUT48_20200205 (12).jpg,-10.3534,-3.5762,-1.6174
SUT48_20200205 (13).jpg,-17.2173,-5.9274,-4.2035
SUT48_20200205 (14).jpg,6.6734,-3.5493,-2.4094
SUT48_20200205 (15).jpg,-18.0597,-11.4107,-2.0281
SUT48_20200205 (16).jpg,15.2798,-13.3814,3.4805
SUT48_20200205 (17).jpg,-4.8861,-7.0469,-1.5732
SUT48_20200205 (18).jpg,3.5368,-6.4988,10.7666
SUT48_20200205 (19).jpg,-3.0706,-8.3750,-1.8214
SUT48_20200205 (20).jpg,10.4763,-8.1844,8.4281
SUT48_20200205 (21).jpg,-11.7884,-7.6078,-2.1381
SUT48_20200205 (22).jpg,0.7140,-4.7789,0.0123
SUT48_20200205 (23).jpg,0.1179,-12.0144,-0.9814
SUT48_20200205 (24).jpg,4.1964,-7.8116,-1.8390
