image,yaw_deg,pitch_deg,roll_deg
SUT48_20190714 (1).jpg,13.7343,-9.7088,5.1467
SUT48_20190714 (2).jpg,19.8618,-3.9142,0.4127
SUT48_20190714 (3).jpg,13.6068,-10.5083,5.7816
SUT48_20190714 (4).jpg,5.6325,-11.5659,1.1599
SUT48_20190714 (5).jpg,-9.0788,-4.7250,-4.9670
SUT48_20190714 (6).jpg,10.2102,-12.8596,2.3169
SUT48_20190714 (7).jpg,10.9097,-6.5109,-0.6483
SUT48_20190714 (8).jpg,12.1125,-9.6438,2.3300
SUT48_20190714 (9).jpg,-2.4596,-8.7248,-15.3257
SUT48_20190714 (10).jpg,11.4411,-6.9448,0.2509
SUT48_20190714 (11).jpg,4.9329,-7.5712,4.1395
SUT48_20190714 (12).jpg,17.4932,-10.9400,4.0535
SUT48_20190714 (13).jpg,12.9050,-8.4664,2.8458
SUT48_20190714 (14).jpg,-12.0343,-9.0809,-6.0173
SUT48_20190714 (15).jpg,2.0154,-6.0449,1.8760
SUT48_20190714 (16).jpg,-1.7385,-8.4688,-7.1385
SUT48_20190714 (17).jpg,8.3643,-9.2480,3.9715
SUT48_20190714 (18).jpg,-10.4770,-6.8891,-3.5220
SUT48_20190714 (19).jpg,-4.1555,-5.2089,2.6629
SUT48_20190714 (20).jpg,-10.3648,-11.8274,-6.4253
SUT48_20190714 (21).jpg,5.1240,-8.8597,4.5392
SUT48_20190714 (22).jpg,12.4176,-12.9769,2.1660
SUT48_20190714 (23).jpg,-3.9913,-6.5238,-3.7381
SUT48_20190714 (24).jpg,19.6160,-4.4649,-12.4754
SUT48_20190714 (25).jpg,-11.6158,-9.7473,-3.0202
SUT48_20190714 (26).jpg,10.9011,-11.8023,2.3421
SUT48_20190714 (27).jpg,-5.8251,-6.8700,-4.9669
SUT48_20190714 (28).jpg,9.0383,-14.8029,-0.3968
SUT48_20190714 (29).jpg,25.6236,-2.9988,-15.4507
SUT48_20190714 (30).jpg,1.2927,-7.1554,-0.2763
SUT48_20190714 (31).jpg,12.6025,-10.2687,1.8695
