image,yaw_deg,pitch_deg,roll_deg
SUT48_20220611 (1).jpg,10.8568,-18.1051,15.2085
SUT48_20220611 (2).jpg,-4.1380,-9.9952,-0.9490
SUT48_20220611 (3).jpg,-2.7209,-11.8058,-0.4433
SUT48_20220611 (4).jpg,13.6302,-9.9495,9.3964
SUT48_20220611 (5).jpg,-12.0731,-9.8637,1.1433
SUT48_20220611 (6).jpg,-9.0824,-10.5995,-2.2888
SUT48_20220611 (7).jpg,9.1485,-14.0449,13.5751
SUT48_20220611 (8).jpg,10.3360,-14.9618,9.6568
SUT48_20220611 (9).jpg,-6.6928,-6.5297,-1.6020
SUT48_20220611 (10).jpg,-0.0741,-7.0682,1.5476
SUT48_20220611 (11).jpg,7.0128,-7.9146,1.5124
SUT48_20220611 (12).jpg,15.4245,-6.0480,-2.1433
SUT48_20220611 (13).jpg,10.0811,-10.3978,11.1234
SUT48_20220611 (14).jpg,5.7475,-7.6536,9.7149
SUT48_20220611 (15).jpg,10.9422,-8.8039,-1.0127
SUT48_20220611 (16).jpg,9.7430,-7.7548,5.2932
SUT48_20220611 (17).jpg,10.0185,-10.1990,5.4270
SUT48_20220611 (18).jpg,-1.7267,-2.5060,0.1196
SUT48_20220611 (19).jpg,-4.6284,-8.9611,-0.0533
SUT48_20220611 (20).jpg,8.3421,-11.1114,4.8649
SUT48_20220611 (21).jpg,-10.7443,-7.1669,7.4252
SUT48_20220611 (22).jpg,-7.4534,-6.4722,-0.7977
SUT48_20220611 (23).jpg,-7.9710,-3.4610,1.4973
SUT48_20220611 (24).jpg,-8.1510,-5.3756,-5.2672
SUT48_20220611 (25).jpg,-5.1325,-9.8354,-0.4091
SUT48_20220611 (26).jpg,9.5007,-11.8819,4.9395
SUT48_20220611 (27).jpg,-5.8441,-10.8566,-1.2048
SUT48_20220611 (28).jpg,12.0434,-13.0102,8.2354
SUT48_20220611 (29).jpg,-8.9036,-7.1208,0.3646
SUT48_20220611 (30).jpg,8.7662,-10.5094,-7.1612
SUT48_20220611 (31).jpg,11.0681,-12.4933,2.9079
SUT48_20220611 (32).jpg,-7.0003,-15.2635,-3.5921
SUT48_20220611 (33).jpg,9.0500,-3.0108,2.1486
SUT48_20220611 (34).jpg,9.0937,-14.9806,12.7042
SUT48_20220611 (35).jpg,5.7665,-12.4849,12.9777
