image,yaw_deg,pitch_deg,roll_deg
SUT48_20230610 (1).jpg,-4.4920,-7.3076,-0.2201
SUT48_20230610 (2).jpg,15.1477,-7.7137,6.4020
SUT48_20230610 (3).jpg,10.4068,-11.7676,5.8875
SUT48_20230610 (4).jpg,-0.5753,-10.6853,-0.6001
SUT48_20230610 (5).jpg,-0.3566,-10.5732,1.9570
SUT48_20230610 (6).jpg,7.7874,-6.0783,0.2917
SUT48_20230610 (7).jpg,1.2879,-9.9183,1.8625
SUT48_20230610 (8).jpg,5.2808,-11.9885,2.5788
SUT48_20230610 (9).jpg,-7.3688,-9.3923,-1.7698
SUT48_20230610 (10).jpg,12.3488,-13.3846,10.1219
SUT48_20230610 (11).jpg,12.6230,-12.1990,5.8015
SUT48_20230610 (12).jpg,-7.5465,-8.8182,-6.0732
SUT48_20230610 (13).jpg,-6.5020,-7.4374,-1.5285
SUT48_20230610 (14).jpg,6.9096,-11.9305,6.8940
SUT48_20230610 (15).jpg,8.8393,-6.3432,2.3558
SUT48_20230610 (16).jpg,11.2241,-11.6061,6.5178
SUT48_20230610 (17).jpg,9.8133,-5.1469,1.4463
SUT48_20230610 (18).jpg,7.5422,-10.5261,3.6243
SUT48_20230610 (19).jpg,12.5795,-9.7038,1.3562
SUT48_20230610 (20).jpg,15.0242,-17.3772,11.4676
SUT48_20230610 (21).jpg,11.6836,-12.0649,3.2658
SUT48_20230610 (22).jpg,-6.4361,-9.6997,-3.0890
SUT48_20230610 (23).jpg,2.0722,-9.6883,5.2689
SUT48_20230610 (24).jpg,11.2052,-12.8971,11.9016
SUT48_20230610 (25).jpg,-10.4582,-7.5290,-4.2842
SUT48_20230610 (26).jpg,-1.4863,-5.4789,4.5257
SUT48_20230610 (27).jpg,4.2014,-8.5309,2.8654
SUT48_20230610 (28).jpg,7.1556,-7.5373,5.2401
SUT48_20230610 (29).jpg,17.4981,-6.9346,7.3003
SUT48_20230610 (30).jpg,10.7244,-9.5044,3.9867
SUT48_20230610 (31).jpg,-3.8694,-6.6202,0.6312
SUT48_20230610 (32).jpg,-12.7454,-7.0396,-4.5553
SUT48_20230610 (33).jpg,-7.0311,-6.2456,-4.1643
SUT48_20230610 (34).jpg,8.7531,-13.1219,12.1934
SUT48_20230610 (35).jpg,13.2621,-8.0716,-0.7699
SUT48_20230610 (36).jpg,8.6355,-9.4474,8.3974
SUT48_20230610 (37).jpg,-11.0301,-9.4282,-4.6685
SUT48_20230610 (38).jpg,-12.2231,-11.8961,-4.6573
SUT48_20230610 (39).jpg,5.9175,-9.1367,6.1232
SUT48_20230610 (40).jpg,-11.5328,-10.2548,-4.2345
SUT48_20230610 (41).jpg,7.0305,-13.0757,4.7501
SUT48_20230610 (42).jpg,9.4847,-6.5072,1.5808
SUT48_20230610 (43).jpg,-13.0270,-10.9935,7.6764
SUT48_20230610 (44).jpg,-13.1256,-10.5028,7.5937
SUT48_20230610 (45).jpg,-12.7551,-3.9102,-0.6456
SUT48_20230610 (46).jpg,3.8049,-13.8070,10.8011
SUT48_20230610 (47).jpg,11.3629,-11.2774,8.5298
SUT48_20230610 (48).jpg,-10.3452,-9.7735,-6.6762
