image,yaw_deg,pitch_deg,roll_deg
AKB48_20251016 (1).jpg,-1.5577,-13.4042,-0.6466
AKB48_20251016 (2).jpg,-2.8304,-9.4335,-0.3655
AKB48_20251016 (3).jpg,11.4928,-13.3355,2.9604
AKB48_20251016 (4).jpg,11.9207,-12.9542,-4.9890
AKB48_20251016 (5).jpg,-5.6332,-12.8894,-1.5334
AKB48_20251016 (6).jpg,-6.4442,-14.4927,-0.0192
AKB48_20251016 (7).jpg,-10.4525,-13.0279,-4.0452
AKB48_20251016 (8).jpg,-8.5242,-12.6109,-10.1099
AKB48_20251016 (9).jpg,-0.5628,-11.8051,-0.2212
AKB48_20251016 (10).jpg,5.0056,-12.0081,1.2527
AKB48_20251016 (11).jpg,12.9241,-17.2598,11.2097
AKB48_20251016 (12).jpg,11.9417,-11.9578,-0.5371
AKB48_20251016 (13).jpg,-7.9109,-13.9843,-1.3911
AKB48_20251016 (14).jpg,9.2274,-13.1912,7.7760
AKB48_20251016 (15).jpg,17.9796,-16.9147,4.0733
AKB48_20251016 (16).jpg,-2.4221,-13.0132,-1.6789
AKB48_20251016 (17).jpg,2.9611,-13.5967,1.0051
AKB48_20251016 (18).jpg,-18.5199,-6.6240,7.6258
AKB48_20251016 (19).jpg,3.0904,-11.8272,5.3042
AKB48_20251016 (20).jpg,-8.8084,-12.5232,-3.3106
AKB48_20251016 (21).jpg,-12.6655,-14.4806,-3.4619
AKB48_20251016 (22).jpg,-15.8494,-8.2368,1.2911
AKB48_20251016 (23).jpg,8.9634,-13.1443,5.1839
AKB48_20251016 (24).jpg,-0.5812,-11.8878,2.2685
AKB48_20251016 (25).jpg,15.3103,-15.7395,7.7471
AKB48_20251016 (26).jpg,-5.6207,-12.8861,-6.0518
AKB48_20251016 (27).jpg,-5.7310,-12.5333,-6.2501
AKB48_20251016 (28).jpg,20.8987,-17.0034,7.8594
AKB48_20251016 (29).jpg,5.7593,-18.1642,5.9455
AKB48_20251016 (30).jpg,-12.3967,-13.9963,-19.4452
AKB48_20251016 (31).jpg,9.6603,-12.4769,9.6988
AKB48_20251016 (32).jpg,-18.4718,-10.3959,-6.5189
AKB48_20251016 (33).jpg,-6.7156,-9.6772,-3.7126
AKB48_20251016 (34).jpg,8.2311,-13.8928,7.9907
AKB48_20251016 (35).jpg,11.2544,-13.1026,3.9109
AKB48_20251016 (36).jpg,4.5845,-13.7867,2.6537
AKB48_20251016 (37).jpg,-10.6001,-12.1514,-3.9524
AKB48_20251016 (38).jpg,-0.7650,-12.7018,-0.3726
AKB48_20251016 (39).jpg,-12.1609,-12.7146,-5.2943
AKB48_20251016 (40).jpg,3.1527,-12.6325,2.2955
AKB48_20251016 (41).jpg,0.9682,-11.1757,0.1919
AKB48_20251016 (42).jpg,2.1107,-11.5929,-1.3276
AKB48_20251016 (43).jpg,1.7676,-16.2717,-0.0049
AKB48_20251016 (44).jpg,11.9316,-11.2166,3.5597
AKB48_20251016 (45).jpg,12.8789,-11.8290,-2.8111
AKB48_20251016 (46).jpg,2.4289,-14.8508,1.5474
AKB48_20251016 (47).jpg,13.1981,-12.2849,4.2058
AKB48_20251016 (48).jpg,-0.0756,-8.5676,0.3067
AKB48_20251016 (49).jpg,-1.5615,-10.0831,-1.2026
