image,yaw_deg,pitch_deg,roll_deg
AKB48_20181220 (1).jpg,19.2578,-18.8938,5.5811
AKB48_20181220 (2).jpg,11.6341,-11.4417,7.5989
AKB48_20181220 (3).jpg,-10.5608,-11.3294,5.3337
AKB48_20181220 (4).jpg,8.9500,-14.7794,9.7103
AKB48_20181220 (5).jpg,19.2540,-13.8962,0.8895
AKB48_20181220 (6).jpg,-17.0303,-11.3077,3.7023
AKB48_20181220 (7).jpg,16.6627,-16.5249,1.0981
AKB48_20181220 (8).jpg,5.4739,-11.5115,2.2556
AKB48_20181220 (9).jpg,5.1266,-11.3375,8.7063
AKB48_20181220 (10).jpg,-11.4176,-13.1253,-1.6558
AKB48_20181220 (11).jpg,23.6586,-13.3408,3.9154
AKB48_20181220 (12).jpg,-14.8990,-15.2062,3.5855
AKB48_20181220 (13).jpg,8.9553,-12.5741,3.4446
AKB48_20181220 (14).jpg,-8.3721,-12.0234,-3.9182
AKB48_20181220 (15).jpg,-6.1411,-11.1513,-2.3110
AKB48_20181220 (16).jpg,3.5862,-12.9623,1.7007
AKB48_20181220 (17).jpg,-16.2500,-13.8292,-6.8046
AKB48_20181220 (18).jpg,11.9300,-16.4546,2.8575
AKB48_20181220 (19).jpg,-21.5873,-8.7623,5.9176
AKB48_20181220 (20).jpg,-17.8367,-17.3751,2.6852
AKB48_20181220 (21).jpg,-13.6668,-11.6847,-9.2070
AKB48_20181220 (22).jpg,-13.4089,-7.3671,-3.7123
AKB48_20181220 (23).jpg,-7.5824,-11.6603,-10.9920
AKB48_20181220 (24).jpg,0.7674,-12.5994,-2.4812
AKB48_20181220 (25).jpg,7.2078,-15.3558,-3.5998
AKB48_20181220 (26).jpg,-12.7733,-12.7576,-5.9043
AKB48_20181220 (27).jpg,12.1157,-7.9097,-4.4735
AKB48_20181220 (28).jpg,12.2096,-13.9950,1.5521
AKB48_20181220 (29).jpg,-15.9810,-15.3361,-3.0807
AKB48_20181220 (30).jpg,9.2010,-11.0598,-8.1973
AKB48_20181220 (31).jpg,10.2073,-15.5989,6.4244
AKB48_20181220 (32).jpg,-17.1664,-11.1992,-3.5276
AKB48_20181220 (33).jpg,-2.4674,-11.9700,4.2818
AKB48_20181220 (34).jpg,5.9020,-9.2973,4.6747
AKB48_20181220 (35).jpg,7.0629,-13.2909,7.8496
AKB48_20181220 (36).jpg,16.5216,-12.8057,8.3519
AKB48_20181220 (37).jpg,22.0313,-10.6294,12.2189
AKB48_20181220 (38).jpg,-10.6449,-8.3384,-2.8191
AKB48_20181220 (39).jpg,-9.8394,-11.2971,-3.8214
AKB48_20181220 (40).jpg,-4.7100,-11.3925,0.5597
AKB48_20181220 (41).jpg,7.4101,-14.8714,-2.9257
AKB48_20181220 (42).jpg,13.9972,-10.6037,3.1361
AKB48_20181220 (43).jpg,-8.1491,-7.8242,-6.5340
AKB48_20181220 (44).jpg,9.9067,-14.8537,3.1706
AKB48_20181220 (45).jpg,11.3777,-13.3537,5.1233
AKB48_20181220 (46).jpg,-8.1009,-10.4011,-0.2750
AKB48_20181220 (47).jpg,5.8985,-14.7673,2.4448
AKB48_20181220 (48).jpg,-13.0924,-12.1480,-8.2397
AKB48_20181220 (49).jpg,1.5341,-17.5555,7.1025
