image,yaw_deg,pitch_deg,roll_deg
AKB48_20171213 (1).jpg,-0.7903,-13.5094,-1.4020
AKB48_20171213 (2).jpg,18.6709,-17.6879,7.2812
AKB48_20171213 (3).jpg,2.9626,-16.7696,-3.9671
AKB48_20171213 (4).jpg,8.6360,-12.8677,12.8706
AKB48_20171213 (5).jpg,11.3399,-12.4823,0.4847
AKB48_20171213 (6).jpg,7.1602,-12.5040,2.0927
AKB48_20171213 (7).jpg,-13.3833,-10.1926,5.1031
AKB48_20171213 (8).jpg,10.0675,-14.8705,-1.4683
AKB48_20171213 (9).jpg,15.4239,-11.2993,2.2555
AKB48_20171213 (10).jpg,9.7134,-8.6116,0.8568
AKB48_20171213 (11).jpg,7.4879,-10.1292,1.7098
AKB48_20171213 (12).jpg,-14.3484,-14.6704,-4.4763
AKB48_20171213 (13).jpg,11.6855,-14.4951,4.0234
AKB48_20171213 (14).jpg,16.7337,-8.7245,4.6637
AKB48_20171213 (15).jpg,9.5160,-14.4792,8.2368
AKB48_20171213 (16).jpg,-12.8958,-9.2233,-0.7752
AKB48_20171213 (17).jpg,8.0162,-11.3340,-0.0828
AKB48_20171213 (18).jpg,-0.0781,-12.5935,-2.6648
AKB48_20171213 (19).jpg,2.0395,-10.5443,1.2271
AKB48_20171213 (20).jpg,13.8418,-13.6961,-0.3052
AKB48_20171213 (21).jpg,-13.0436,-12.1716,-7.5757
AKB48_20171213 (22).jpg,9.9340,-9.0792,6.3253
AKB48_20171213 (23).jpg,11.6955,-10.1005,-2.3049
AKB48_20171213 (24).jpg,-19.4873,-15.2859,-10.8454
AKB48_20171213 (25).jpg,10.7127,-14.3238,4.1893
AKB48_20171213 (26).jpg,8.3332,-10.1552,2.0686
AKB48_20171213 (27).jpg,-7.9362,-13.3473,-5.8299
AKB48_20171213 (28).jpg,8.0330,-12.9319,4.9552
AKB48_20171213 (29).jpg,10.5463,-15.4701,3.0540
AKB48_20171213 (30).jpg,17.6581,-16.9421,4.7362
AKB48_20171213 (31).jpg,14.0893,-16.2273,5.5159
AKB48_20171213 (32).jpg,9.1388,-10.3885,-5.5108
AKB48_20171213 (33).jpg,8.9869,-14.4483,7.7786
AKB48_20171213 (34).jpg,-12.6512,-12.8679,-5.2801
AKB48_20171213 (35).jpg,8.1505,-13.6443,6.4272
AKB48_20171213 (36).jpg,19.3726,-11.2143,2.5907
AKB48_20171213 (37).jpg,-2.7558,-9.6088,0.6504
AKB48_20171213 (38).jpg,4.5576,-10.2926,8.2305
AKB48_20171213 (39).jpg,-3.4866,-16.2197,0.4193
AKB48_20171213 (40).jpg,19.0011,-14.7275,3.7338
AKB48_20171213 (41).jpg,-10.2421,-8.3644,-1.6830
AKB48_20171213 (42).jpg,14.9852,-17.8390,4.0472
AKB48_20171213 (43).jpg,8.5161,-13.0154,4.3529
AKB48_20171213 (44).jpg,-4.5527,-12.5874,-2.0930
AKB48_20171213 (45).jpg,11.4650,-9.2534,-4.6395
AKB48_20171213 (46).jpg,-13.1629,-8.4345,0.9023
AKB48_20171213 (47).jpg,-15.5096,-16.7458,-1.5129
AKB48_20171213 (48).jpg,-8.7982,-13.7251,-1.3000
AKB48_20171213 (49).jpg,5.0064,-13.5120,8.0539
AKB48_20171213 (50).jpg,3.6168,-9.1884,-12.2542
