image,yaw_deg,pitch_deg,roll_deg
SKE48_20170609 (1).jpg,-22.7765,-13.7285,-3.1105
SKE48_20170609 (2).jpg,-8.0917,-12.2988,-1.0760
SKE48_20170609 (3).jpg,14.5761,-16.3981,6.8582
SKE48_20170609 (4).jpg,-8.9047,-8.1241,-5.7671
SKE48_20170609 (5).jpg,-11.1086,-10.3951,0.5353
SKE48_20170609 (6).jpg,15.3240,-15.8717,4.4850
SKE48_20170609 (7).jpg,18.0831,-18.0751,15.0158
SKE48_20170609 (8).jpg,8.2508,-12.3373,-4.0997
SKE48_20170609 (9).jpg,-4.8891,-10.7002,-4.1632
SKE48_20170609 (10).jpg,6.8131,-13.9264,9.8550
SKE48_20170609 (11).jpg,7.7799,-14.2928,7.0207
SKE48_20170609 (12).jpg,-14.9709,-10.0697,-8.3487
SKE48_20170609 (13).jpg,14.5920,-18.6864,8.1994
SKE48_20170609 (14).jpg,-14.6102,-11.5234,-3.5739
SKE48_20170609 (15).jpg,0.4852,-13.0309,-13.4448
SKE48_20170609 (16).jpg,-22.1903,-3.4414,21.8581
SKE48_20170609 (17).jpg,-8.9513,-8.9794,4.2880
SKE48_20170609 (18).jpg,3.6192,-11.3314,3.6224
SKE48_20170609 (19).jpg,2.9761,-11.4162,-0.4640
SKE48_20170609 (20).jpg,11.1913,-10.9444,-0.0177
SKE48_20170609 (21).jpg,-2.6506,-11.4582,-0.8957
SKE48_20170609 (22).jpg,6.4097,-13.4616,14.1593
SKE48_20170609 (23).jpg,10.8927,-11.7083,2.6633
SKE48_20170609 (24).jpg,-18.2947,-12.0481,4.2580
SKE48_20170609 (25).jpg,-1.5036,-11.2252,-3.3361
SKE48_20170609 (26).jpg,-14.7330,-12.8683,-8.2212
SKE48_20170609 (27).jpg,-10.4977,-12.4886,-6.8107
SKE48_20170609 (28).jpg,-4.7128,-12.9163,-4.4440
SKE48_20170609 (29).jpg,24.8174,-11.4315,2.4685
SKE48_20170609 (30).jpg,7.1194,-14.0212,10.6659
SKE48_20170609 (31).jpg,13.3583,-13.8678,15.8462
SKE48_20170609 (32).jpg,-8.8821,-12.8851,-7.0006
SKE48_20170609 (33).jpg,11.0388,-9.5597,6.8616
SKE48_20170609 (34).jpg,19.4115,-15.3897,0.3711
SKE48_20170609 (35).jpg,-11.6396,-16.5335,-8.8624
SKE48_20170609 (36).jpg,8.1836,-12.7176,4.3696
SKE48_20170609 (37).jpg,11.4863,-16.7990,16.6862
SKE48_20170609 (38).jpg,5.5120,-10.7150,7.4260
SKE48_20170609 (39).jpg,-11.5137,-12.7937,-2.3674
SKE48_20170609 (40).jpg,2.0972,-10.1750,-4.6834
SKE48_20170609 (41).jpg,15.0182,-13.5063,4.0096
SKE48_20170609 (42).jpg,-16.6369,-7.7386,11.6868
SKE48_20170609 (43).jpg,14.4222,-12.8026,4.6957
SKE48_20170609 (44).jpg,7.1637,-12.5939,2.6399
SKE48_20170609 (45).jpg,-17.4465,-9.2171,3.1195
SKE48_20170609 (46).jpg,11.1434,-6.9424,4.0167
SKE48_20170609 (47).jpg,13.4367,-11.7686,3.2911
SKE48_20170609 (48).jpg,-5.2320,-10.5895,-10.4294
SKE48_20170609 (49).jpg,-7.2673,-12.3496,-0.8237
SKE48_20170609 (50).jpg,-8.6622,-9.0752,-1.3046
SKE48_20170609 (51).jpg,12.8886,-16.7137,10.0893
SKE48_20170609 (52).jpg,-12.0535,-12.0061,-5.0264
SKE48_20170609 (53).jpg,-0.3626,-11.2389,11.7396
SKE48_20170609 (54).jpg,11.8151,-15.1872,10.9769
SKE48_20170609 (55).jpg,-8.0510,-14.1222,-17.2438
SKE48_20170609 (56).jpg,-8.5971,-8.8997,-2.5713
SKE48_20170609 (57).jpg,9.2431,-9.6093,6.2382
SKE48_20170609 (58).jpg,4.3624,-10.7003,-0.4530
SKE48_20170609 (59).jpg,1.0742,-9.5303,-7.2078
SKE48_20170609 (60).jpg,13.1379,-9.6968,5.0722
SKE48_20170609 (61).jpg,12.7630,-11.5495,3.3163
SKE48_20170609 (62).jpg,9.8226,-13.8754,0.9022
SKE48_20170609 (63).jpg,-14.2267,-13.5419,-10.9517
SKE48_20170609 (64).jpg,5.6575,-12.7672,7.1045
SKE48_20170609 (65).jpg,9.7429,-12.9093,7.5794
SKE48_20170609 (66).jpg,-5.3657,-12.1115,0.3905
SKE48_20170609 (67).jpg,-4.7605,-10.7059,0.8331
SKE48_20170609 (68).jpg,-5.7344,-9.4723,-5.8549
SKE48_20170609 (69).jpg,-11.9482,-12.1455,-1.3708
SKE48_20170609 (70).jpg,16.1734,-12.4649,0.6721
SKE48_20170609 (71).jpg,-17.1075,-12.6972,-8.2631
