image,yaw_deg,pitch_deg,roll_deg
SKE48_20181011 (1).jpg,-15.1950,-13.6576,-9.6987
SKE48_20181011 (2).jpg,-1.8895,-15.4832,-0.9155
SKE48_20181011 (3).jpg,13.8092,-12.0234,7.3243
SKE48_20181011 (4).jpg,-11.2191,-12.0342,-12.1288
SKE48_20181011 (5).jpg,-16.5339,-11.9377,9.8986
SKE48_20181011 (6).jpg,8.9501,-15.5869,6.7965
SKE48_20181011 (7).jpg,11.2582,-18.9146,12.8965
SKE48_20181011 (8).jpg,-14.5207,-15.0168,-9.9882
SKE48_20181011 (9).jpg,-5.5758,-10.5917,-5.1709
SKE48_20181011 (10).jpg,5.7525,-13.8902,12.8060
SKE48_20181011 (11).jpg,10.9616,-11.0761,8.1934
SKE48_20181011 (12).jpg,-15.3058,-15.7481,-6.4887
SKE48_20181011 (13).jpg,-12.0116,-14.1716,-1.5891
SKE48_20181011 (14).jpg,-10.0167,-14.5753,-9.6488
SKE48_20181011 (15).jpg,-7.8629,-10.0016,1.2855
SKE48_20181011 (16).jpg,10.7621,-16.2321,11.4278
SKE48_20181011 (17).jpg,-1.9282,-11.5549,0.0591
SKE48_20181011 (18).jpg,11.8422,-15.4998,8.9183
SKE48_20181011 (19).jpg,4.5239,-9.5744,4.0565
SKE48_20181011 (20).jpg,11.1441,-12.7258,15.0833
SKE48_20181011 (21).jpg,-13.3769,-12.3264,5.2672
SKE48_20181011 (22).jpg,-14.9759,-15.8415,-13.3051
SKE48_20181011 (23).jpg,-6.0598,-13.1325,-0.2110
SKE48_20181011 (24).jpg,-3.8938,-13.0597,-2.5506
SKE48_20181011 (25).jpg,20.8994,-16.9018,11.0321
SKE48_20181011 (26).jpg,2.6795,-15.6868,10.0141
SKE48_20181011 (27).jpg,11.0881,-18.5201,21.9596
SKE48_20181011 (28).jpg,13.3797,-12.5518,4.9479
SKE48_20181011 (29).jpg,4.0428,-14.5230,13.9841
SKE48_20181011 (30).jpg,-6.5395,-11.9816,-6.4734
SKE48_20181011 (31).jpg,-6.8684,-11.4405,-4.5189
SKE48_20181011 (32).jpg,-10.5094,-9.2841,-6.5177
SKE48_20181011 (33).jpg,-14.6070,-15.6101,-1.3062
SKE48_20181011 (34).jpg,-11.9244,-16.6141,1.8744
SKE48_20181011 (35).jpg,-5.8262,-4.7116,0.3236
SKE48_20181011 (36).jpg,8.4605,-10.3693,7.6521
SKE48_20181011 (37).jpg,5.7103,-20.5253,5.3859
SKE48_20181011 (38).jpg,0.0218,-9.8279,5.4918
SKE48_20181011 (39).jpg,12.9660,-16.0544,7.4156
SKE48_20181011 (40).jpg,-6.9983,-9.7283,0.6108
SKE48_20181011 (41).jpg,6.5146,-11.7652,13.2312
SKE48_20181011 (42).jpg,-4.0551,-10.1127,-7.8621
SKE48_20181011 (43).jpg,7.4148,-11.3087,4.4538
SKE48_20181011 (44).jpg,4.1690,-9.5692,2.6298
SKE48_20181011 (45).jpg,13.0798,-12.8600,9.7344
SKE48_20181011 (46).jpg,-10.0910,-9.7171,-3.0671
SKE48_20181011 (47).jpg,10.5611,-13.9997,6.8927
SKE48_20181011 (48).jpg,-4.7573,-9.6658,1.9528
SKE48_20181011 (49).jpg,-0.0445,-16.8250,-10.8980
SKE48_20181011 (50).jpg,-10.8826,-9.8579,1.7589
SKE48_20181011 (51).jpg,7.4663,-13.6896,8.4854
SKE48_20181011 (52).jpg,-10.7525,-11.8268,-2.6819
SKE48_20181011 (53).jpg,-7.4867,-11.3002,-1.4858
SKE48_20181011 (54).jpg,12.8370,-10.8023,8.5401
SKE48_20181011 (55).jpg,-10.8920,-15.4576,-3.3125
SKE48_20181011 (56).jpg,11.5252,-17.8945,15.5267
SKE48_20181011 (57).jpg,-10.4331,-10.4114,8.1770
SKE48_20181011 (58).jpg,15.6067,-12.3598,14.9504
SKE48_20181011 (59).jpg,14.4613,-14.3876,9.4953
SKE48_20181011 (60).jpg,5.2424,-16.5314,14.1862
SKE48_20181011 (61).jpg,-9.4298,-14.8348,-9.5546
SKE48_20181011 (62).jpg,12.0620,-13.9554,7.7188
SKE48_20181011 (63).jpg,10.6242,-12.5161,9.1494
SKE48_20181011 (64).jpg,-3.6278,-9.7250,-2.8747
SKE48_20181011 (65).jpg,-15.9768,-7.3028,-0.5898
SKE48_20181011 (66).jpg,10.2583,-11.9241,11.4335
SKE48_20181011 (67).jpg,-12.2551,-12.2238,-0.2840
