image,yaw_deg,pitch_deg,roll_deg
SKE48_20121109 (1).jpg,2.0945,-13.2003,0.5062
SKE48_20121109 (2).jpg,-2.7440,-10.9580,1.0375
SKE48_20121109 (3).jpg,3.7354,-10.8031,6.8312
SKE48_20121109 (4).jpg,-5.6880,-15.5658,-4.2440
SKE48_20121109 (5).jpg,-6.9506,-7.8927,0.7671
SKE48_20121109 (6).jpg,6.0828,-10.7704,1.4964
SKE48_20121109 (7).jpg,7.3593,-14.3177,-1.2093
SKE48_20121109 (8).jpg,-9.0381,-12.6170,-2.1973
SKE48_20121109 (9).jpg,21.6351,-11.9443,-3.0435
SKE48_20121109 (10).jpg,-6.8568,-15.3250,-10.7953
SKE48_20121109 (11).jpg,-5.7499,-11.6530,0.5165
SKE48_20121109 (12).jpg,-7.3649,-16.2167,-3.2229
SKE48_20121109 (13).jpg,-10.5690,-9.3584,-4.2141
SKE48_20121109 (14).jpg,-10.1162,-10.3857,2.3986
SKE48_20121109 (15).jpg,12.6615,-8.9300,0.4575
SKE48_20121109 (16).jpg,13.9074,-9.5332,1.9902
SKE48_20121109 (17).jpg,5.5046,-10.7373,6.1149
SKE48_20121109 (18).jpg,-14.4214,-11.7409,1.5951
SKE48_20121109 (19).jpg,-9.0277,-9.7373,2.7843
SKE48_20121109 (20).jpg,-1.4405,-10.6220,2.6947
SKE48_20121109 (21).jpg,-6.5511,-14.5273,1.1483
SKE48_20121109 (22).jpg,3.4950,-12.3670,3.1041
SKE48_20121109 (23).jpg,2.6121,-15.6020,3.2302
SKE48_20121109 (24).jpg,-10.9406,-13.5208,1.3870
SKE48_20121109 (25).jpg,15.4701,-13.5977,7.5411
SKE48_20121109 (26).jpg,-10.3581,-15.4348,11.4021
SKE48_20121109 (27).jpg,3.9089,-9.5600,-6.1538
SKE48_20121109 (28).jpg,6.4180,-13.0174,4.0703
SKE48_20121109 (29).jpg,0.0752,-16.7995,2.9865
SKE48_20121109 (30).jpg,-10.5015,-7.2180,1.6244
SKE48_20121109 (31).jpg,8.1193,-12.2178,5.3153
SKE48_20121109 (32).jpg,-3.8211,-14.0324,-9.5512
SKE48_20121109 (33).jpg,8.8413,-14.7330,4.6933
SKE48_20121109 (34).jpg,1.2812,-10.5552,-2.7073
