image,yaw_deg,pitch_deg,roll_deg
SKE48_20230214 (1).jpg,13.8898,-9.7007,6.5254
SKE48_20230214 (2).jpg,18.5446,-8.0740,-3.1978
SKE48_20230214 (3).jpg,18.4003,-10.9160,9.8067
SKE48_20230214 (4).jpg,-17.4421,-6.2858,-5.1151
SKE48_20230214 (5).jpg,21.6162,-11.8421,1.4831
SKE48_20230214 (6).jpg,11.0681,-12.9687,3.0555
SKE48_20230214 (7).jpg,9.6885,-12.6822,1.3474
SKE48_20230214 (8).jpg,5.2075,-11.9804,-2.4904
SKE48_20230214 (9).jpg,10.1793,-10.1782,16.4219
SKE48_20230214 (10).jpg,-13.5581,-9.2690,3.8208
SKE48_20230214 (11).jpg,13.5365,-8.8647,-6.5361
SKE48_20230214 (12).jpg,2.3924,-7.5790,3.2220
SKE48_20230214 (13).jpg,16.6354,-12.1619,16.3159
SKE48_20230214 (14).jpg,-5.3233,-7.8372,-1.1335
SKE48_20230214 (15).jpg,1.3491,-11.0205,0.6039
SKE48_20230214 (16).jpg,13.6911,-10.9196,-7.3640
SKE48_20230214 (17).jpg,10.1633,-9.1190,3.4978
SKE48_20230214 (18).jpg,5.6754,-11.1738,8.1139
SKE48_20230214 (19).jpg,17.3181,-12.4737,16.4265
SKE48_20230214 (20).jpg,5.8182,-14.8999,12.9082
SKE48_20230214 (21).jpg,4.1557,-4.0043,-2.1030
SKE48_20230214 (22).jpg,19.9868,-9.2563,-0.3238
SKE48_20230214 (23).jpg,8.9433,-9.9002,11.6223
SKE48_20230214 (24).jpg,-23.3765,-4.4827,9.1615
SKE48_20230214 (25).jpg,-9.7791,-9.6740,-7.5391
SKE48_20230214 (26).jpg,3.4195,-9.1624,10.5652
SKE48_20230214 (27).jpg,4.2465,-12.3237,-0.4290
SKE48_20230214 (28).jpg,12.9475,-8.7345,-3.0583
SKE48_20230214 (29).jpg,10.1218,-5.4002,4.9697
SKE48_20230214 (30).jpg,18.4230,-7.7716,8.3889
SKE48_20230214 (31).jpg,-3.6919,-10.0396,-4.3945
SKE48_20230214 (32).jpg,11.3931,-13.9267,6.5613
SKE48_20230214 (33).jpg,8.5070,-14.3937,14.9661
SKE48_20230214 (34).jpg,14.6009,-7.6209,7.7079
SKE48_20230214 (35).jpg,-18.2848,-4.3107,8.0024
SKE48_20230214 (36).jpg,2.6186,-11.3843,2.1596
SKE48_20230214 (37).jpg,-18.8416,-8.4697,-2.3856
SKE48_20230214 (38).jpg,-17.2325,-2.3442,-2.4087
SKE48_20230214 (39).jpg,20.2682,-12.7163,13.2018
SKE48_20230214 (40).jpg,-0.2267,-8.3044,0.2153
SKE48_20230214 (41).jpg,-7.8933,-9.5262,-4.2654
SKE48_20230214 (42).jpg,11.9070,-13.2746,8.7406
SKE48_20230214 (43).jpg,15.3585,-13.5454,14.2205
SKE48_20230214 (44).jpg,-12.6215,-13.0297,-4.3677
SKE48_20230214 (45).jpg,9.6721,-11.6241,5.8744
SKE48_20230214 (46).jpg,8.2582,-11.3624,15.7794
SKE48_20230214 (47).jpg,18.5604,-11.4700,12.1134
SKE48_20230214 (48).jpg,-13.3518,-13.1980,-12.6194
SKE48_20230214 (49).jpg,11.1881,-6.4212,8.9208
SKE48_20230214 (50).jpg,-15.2298,-9.0131,6.3609
SKE48_20230214 (51).jpg,6.7468,-10.2545,-1.9886
SKE48_20230214 (52).jpg,11.5727,-5.3550,3.9417
SKE48_20230214 (53).jpg,6.0436,-15.8310,5.0185
SKE48_20230214 (54).jpg,-15.1141,-13.3495,-15.7309
SKE48_20230214 (55).jpg,13.5102,-8.9568,-4.0062
SKE48_20230214 (56).jpg,1.4985,-6.2754,-10.4116
SKE48_20230214 (57).jpg,-12.5819,-15.1680,-10.0288
SKE48_20230214 (58).jpg,5.8573,-9.5867,-1.7063
SKE48_20230214 (59).jpg,-2.4676,-10.5126,-1.4293
